学校名称,属性,性质,类型,学校地址,联系电话,省级位置,地级位置,县级位置,官网,经度,纬度
重庆市建新中学,普通,公办,中学,重庆市江北区小苑路三村1号,023-67515966,重庆市,重庆市,江北区,,106.528222,29.56291
上海虹教附中,普通,公办,中学,祥德路274弄220号,021-65222926,上海市,上海市,虹口区,,121.489048,31.273167
新港中学,普通,公办,中学,上海市浦东区新港镇新欣东路64号,021-58196829,上海市,上海市,浦东新区,,121.869811,30.983715
呼兰区方台中学校,普通,公办,中学,呼兰区方台镇大方村,0451 55290106,黑龙江,哈尔滨市,呼兰区,,126.60439,45.9893
新建县铁河中学,普通,公办,中学,新建县赤城村,0791-3980472,江西省,南昌市,新建区,,115.9717,29.029232
北京二中（北京市第二中学）,普通,公办,中学,北京市东城区内务部街15号,010-65252231,北京市,北京市,东城区,,116.489192,39.795199
宁波市鄞州区章水镇杖锡学校,普通,公办,中学,宁波市鄞州区章水镇杖锡学校,0574-88478064,浙江省,宁波市,鄞州区,,121.300551,29.815139
北京市明德中学,普通,公办,中学,北京市丰台区骆驼湾37号,010-63408696,北京市,北京市,丰台区,,116.347926,39.903647
南和县银桥中学,普通,民办,中学,河北省邢台市南和县郝桥镇寺后村西,0319-4660961,河北省,邢台市,南和县,,114.683762,37.005041
涿州市林屯中学,普通,公办,中学,河北省保定市涿州市林屯乡商业街东段,0312-3905366,河北省,保定市,涿州市,,115.970418,39.389449
上海第六十七中学,普通,公办,中学,上海市黄浦区云南北路50号,63237379 63250893,上海市,上海市,黄浦区,,121.473701,31.230416
承德财经学校,普通,私立,中学,河北省承德市双桥区上二道河子,0314-2024075,河北省,承德市,,,117.96241,40.954071
宁化三中,普通,公办,中学,福建省三明市化县曹坊上曹三角园,,福建省,三明市,宁化县,,116.654369,26.262298
三明市宁化县第七中学,普通,公办,中学,福建省三明市宁化城区东方塅,0598-6823035,福建省,三明市,宁化县,,117.400291,25.894134
乌鲁木齐县安宁渠镇中心学校,普通,公办,中学,乌鲁木齐县安宁渠镇中心学校,09913950135,新疆,乌鲁木齐市,,,87.409417,43.47136
北京市第十六中学,普通,公办,中学,北京市朝阳区东坝乡红松园甲3号,010-84312061 51369722,北京市,北京市,朝阳区,,116.555824,39.966467
沙县高桥初级中学,普通,公办,中学,福建省三明市沙县高桥镇高桥村,0598-5555563,福建省,三明市,沙　县,,117.78202,26.561148
河南省郑州市铁路第六中学（郑州市106中学）,普通,公办,中学,中原东路124号,0371-68354159 王长华,河南省,郑州市,,,113.651047,34.747138
绵竹中学,普通,公办,中学,四川省绵竹市回澜大道176号,0838-6906086,四川省,绵阳市,,,104.724136,31.462118
梅县广益中学,普通,公办,中学,广东省梅州市梅县,,广东省,梅州市,,,116.12946,24.340505
乐清市城北乡中学,普通,私立,中学,乐成镇蜈蚣桥,,浙江省,温州市,乐清市,,120.954904,28.135327
九江市第六中学,普通,公办,中学,开发区八里湖一支路2号,0792-8191143,江西省,九江市,九江县,,115.974138,29.716682
上海市共和中学,普通,公办,中学,上海市闸北区恒丰路461号,021-63174680,上海市,上海市,静安区,,121.440928,31.328438
尤溪县洋中中学,普通,公办,中学,福建省三明市尤溪县洋中镇洋中村湖头24号联系电话：0598-6223359,0598-6223359  0598-6223477,福建省,三明市,尤溪县,,118.480081,26.278027
尤溪下保初中（梅仙中学）,普通,公办,中学,福建省三明市尤溪县下保村下保74号,0598-6266099,福建省,三明市,尤溪县,,118.251513,26.23355
嘉兴市禾光学校,普通,私立,中学,嘉兴市中环南路8183号,,浙江省,嘉兴市,,,120.762481,30.772811
协和中学,普通,公办,中学,广州市西增路18号,（020）8650 7471 / （020）2628 2512,广东省,广州市,荔湾区,,113.241139,23.145243
温州乐清智仁中学,普通,私立,中学,浙江省.温州市乐清市智仁乡下岙村,,浙江省,温州市,乐清市,,120.699366,27.994267
沈阳市第一○八中学,普通,公办,中学,沈阳市和平区太原街14号,024-23401207,辽宁省,沈阳市,和平区,,123.404917,41.798211
沙河市第三中学,普通,公办,中学,江苏省连云港市赣榆县沙河镇徐屯村,0518-6461013,河北省,邢台市,沙河市,,114.505265,36.858345
广州市第八十二中学,普通,公办,中学,西华路新桥街1号,020-81077301,广东省,广州市,,,113.249019,23.131744
安徽合肥市第四十中学,普通,公办,中学,金大塘四十中,0551-4694936,安徽省,合肥市,,,117.34299,31.855893
吉水县丁江中学,普通,公办,中学,江西省吉安市吉水县丁江墟镇东北角吉固公路左侧,,江西省,吉安市,吉水县,,115.310156,27.17105
上海市和衷高级中学,普通,公办,中学,上海市宝山区牡丹江路454弄100号,021-56172014 56171086,上海市,上海市,宝山区,,121.494074,31.382207
湖北省当阳市实验中学,普通,公办,中学,当阳市玉阳长坂路71号,0717-3222883,湖北省,宜昌市,当阳市,,111.784031,30.824527
房山区官道中学,普通,公办,中学,北京市房山区良乡镇官道村,010-60331081,北京市,北京市,房山区,,116.156345,39.723026
伍蒋惠芳中学,普通,公办,中学,杏坛镇河东路53号,,广东省,佛山市,顺德区,,113.132616,22.853146
株洲市博文中学,普通,公办,中学,湖南省株洲市石峰区,,湖南省,株洲市,,,113.134002,27.82755
天津市宝坻区牛家牌中学,普通,公办,中学,宝坻区牛家牌中乡工业区东100米,022- 29635034,天津市,天津市,宝坻区,,117.305057,39.523692
岳阳市第五中学,普通,公办,中学,湖南省岳阳市城陵矶港的东侧,0730 - 0730856,湖南省,岳阳市,,,113.124801,29.372467
北京市燕山前进中学,普通,公办,中学,杏花西里46号,010-69335504-809,北京市,北京市,房山区,,115.959556,39.719993
沈阳市法库县第三初级中学,普通,公办,中学,法库县法库镇正阳街,024-62313402,辽宁省,沈阳市,法库县,,123.433638,42.500906
沛县第二中学,普通,公办,中学,江苏省沛县东风中路60号,,江苏省,徐州市,沛　县,,116.925392,34.73645
石家庄市新乐市田村铺中学,普通,公办,中学,河北省石家庄市新乐市承安镇田村铺村村北电话：0311-88573105,0311-88573105,河北省,石家庄市,新乐市,,114.840669,38.423684
湖北省宜昌市第十八中学,普通,公办,中学,虎亭区猇亭大道203号,0717-6511147,湖北省,宜昌市,猇亭区,,111.437159,30.539146
成都市锦城学校,普通,公办,中学,成都市包家巷83号,028-86132709,四川省,成都市,青羊区,,104.051687,30.687395
天津市解放南路中学,普通,公办,中学,天津市河西区湘江道54号,022- 28333780,天津市,天津市,河西区,,117.131845,39.083722
户县第八中学,普通,公办,中学,户县祖庵镇,029 84907006,陕西省,西安市,,,108.496337,34.105916
揭阳捷和工业中学（揭阳捷和职业技术学院）,普通,公办,中学,广东省揭阳市榕城区进贤门大道中段揭阳捷和工业中学,0663－8693901,广东省,揭阳市,榕城区,,116.319235,23.501079
永修县军山中学,普通,公办,中学,江西省九江市永修县,0735-5210218,江西省,九江市,永修县,,115.765681,29.148187
抚州创新科技学校（本部）,普通,公办,中学,大公路229号,0794-8340072   8885386,江西省,抚州市,,,116.358181,27.949217
即墨市长直镇中心中学,普通,公办,中学,山东省青岛即墨市文化路5号,0532-3530070,山东省,青岛市,即墨区,,120.476011,36.437181
彭泽县上十岭中学,普通,公办,中学,江西省九江市彭泽县上十岭垦殖场陶令酒厂旁电话：0792-5730215,0792-5730215,江西省,九江市,彭泽县,,116.680517,29.766896
即墨市金口中学,普通,私立,中学,山东省青岛市即墨市南泉镇府前路附近,0532-3522699,山东省,青岛市,即墨区,,120.718783,36.577385
常州芙蓉初级中学,普通,私立,中学,江苏省常州市武进市芙蓉镇柳山路50号,,江苏省,常州市,,,120.158111,31.773958
六O二所学校,普通,公办,中学,市区东郊六O二所内(中国直升机设计研究所),0798-8465025,江西省,景德镇市,,,108.037677,28.934944
兴乐中学,普通,私立,中学,灵丘县武灵镇高家庄村,,山西省,大同市,广灵县,,114.232769,39.425908
温州市里仁科技职业学校,普通,私立,中学,温州市龙霞路273号 温州大道170号（龙湾方向）,0577-86859088,浙江省,温州市,,,120.632038,27.983269
山西英杰学校,普通,公办,中学,太原市坞城南路79号,0531-7963316,山西省,太原市,小店区,,112.562398,37.873531
韶关市乐昌市沙坪中学,普通,公办,中学,广东省乐昌市沙坪村委会,0751-5890020,广东省,韶关市,乐昌市,,113.041685,25.087792
蔡路中学,普通,公办,中学,上海市浦东区蔡路镇东川公路7851号,021-68906731 68902004,上海市,上海市,浦东新区,,121.728411,31.214296
曹行中学,普通,公办,中学,上海市闵行区金都路325号,021-64971018 64974285,上海市,上海市,闵行区,,121.433517,31.091407
丰城市尚庄中学,普通,公办,中学,丰城市尚庄村,0795-6792022,江西省,宜春市,丰城市,,115.689028,28.245842
中山市横栏镇港源四沙学校（中学部）,普通,公办,中学,中山市横栏镇港源四沙学校,0760-87619966,广东省,中山市,,,113.240516,22.566109
贵州省人民医院护士学校,普通,公办,中学,贵阳市巫峰路169号,0851-5813546,贵州省,贵阳市,白云区,,106.732222,26.593501
长沙市宁乡县檀树湾中学,普通,公办,中学,宁乡县城郊乡石头坑村,0731- 3393321,湖南省,长沙市,宁乡县,,112.619454,28.308977
大峪中学初中部（坡头中学）,普通,公办,中学,北京市门头沟区坡头南街1号,010-69842502,北京市,北京市,门头沟区,,116.096738,39.93367
北蔡中学（高中部）,普通,公办,中学,上海市浦东区莲园路246号,58913801,上海市,上海市,浦东新区,,121.562693,31.185066
河南省清丰县世纪龙学校,普通,公办,中学,河南省清丰县马庄桥世纪龙学校,0393-7862265,河南省,濮阳市,清丰县,,115.15461,35.91862
宁海县长街镇中学,普通,公办,中学,宁海县长街镇山头村,0574-65326510,浙江省,宁波市,宁海县,,121.715685,29.24413
武平二中,普通,公办,中学,福建省龙岩市武平县城区教育路68号,,福建省,龙岩市,武平县,,116.09559,25.086636
石城县珠坑中学,普通,公办,中学,江西省赣州市石城县金钱坑,0797-5854015,江西省,赣州市,石城县,,116.363942,26.208147
荆州市太岳高级中学,普通,公办,中学,沙市区太岳北路32号,0716—4101188,湖北省,荆州市,沙市区,,112.239476,30.338269
长春市十二中学,普通,公办,中学,吉林省长春市南关区,0431-88613125,吉林省,长春市,南关区,,125.35776,44.142188
深圳文汇中学,普通,公办,中学,广东省深圳市宝安区前进一路297号,（0755）27852220,广东省,深圳市,宝安区,http://whzx.baoan.net.cn,113.896019,22.576958
济南市长清区马山中学,普通,公办,中学,山东省济南市长清区马山镇驻地,0531-87332245,山东省,济南市,长清区,,116.773803,36.384628
大埔县三河中学,普通,公办,中学,广东省梅州市大埔县三河镇汇城,0753-5406056,广东省,梅州市,大埔县,,116.570086,24.394162
北京市文汇中学,普通,公办,中学,北京市东城区广渠门内忠实里9号楼,010-87757486,北京市,北京市,东城区,,116.446555,39.898078
明溪县城关中学,普通,公办,中学,福建省三明市明溪县雪峰镇公园路22号,0598-2882532,福建省,三明市,明溪县,,117.198529,26.361912
新民市法哈牛学校,普通,公办,中学,新民市法哈牛镇,024-87702243,辽宁省,沈阳市,新民市,,123.068944,41.789464
华师一附中光谷分校,普通,民办,中学,武汉市东湖新技术开发区九峰街光谷九峰中学（暂时过渡）,027-8770737,湖北省,武汉市,洪山区,,114.594809,30.477539
沈阳市皇姑区昆山第二小学,普通,公办,中学,沈阳市皇姑区昆山西路十七号,024-86734243,辽宁省,沈阳市,皇姑区,,123.395813,41.822808
黄梅濯港镇中心学校,普通,私立,中学,黄梅县濯港镇,,湖北省,黄冈市,黄梅县,,115.887153,30.025606
王楼中学,普通,私立,中学,江苏省新沂市王楼中学,,江苏省,徐州市,新沂市,,117.207792,34.265147
常州市武进区潘家初级中学,普通,私立,中学,江苏省常州市潘家潘中路4号,,江苏省,常州市,,,120.055476,31.525028
安徽省安庆市新洲初级中学,普通,公办,中学,郊区新洲乡,0556-5470084,安徽省,安庆市,,,116.691276,30.120839
天津市兴华中学,普通,私立,中学,天津市南开区南开三纬路110号,022-27463552,天津市,天津市,南开区,,117.200983,39.084158
饶平县汫洲中学,普通,公办,中学,广东省潮州市饶平县汫洲镇,(0768)8788683,广东省,潮州市,饶平县,,116.943032,23.625294
唐县北罗中学,普通,公办,中学,河北省保定市唐县北罗镇,0312-6492790,河北省,保定市,唐　县,,114.864845,38.713185
广饶县大码头乡中心初中,普通,公办,中学,山东省东营市广饶县大码头乡政府驻地,0546-6611183,山东省,东营市,广饶县,,118.522342,36.987441
大唐庄镇初级中学,普通,公办,中学,天津市宝坻区大唐庄镇政府路7号,022-29657037,天津市,天津市,宝坻区,,117.444746,39.406139
乐清市南岳镇杏三村,普通,私立,中学,乐清市天成乡中心小学,,浙江省,温州市,乐清市,,121.085264,28.1815
龙湾区艺术学校,普通,私立,中学,温州市龙湾区瑶溪镇河头龙西路,,浙江省,温州市,龙湾区,,120.775399,27.945603
今日学校,普通,公办,中学,上海市浦东区东海农场三三公路东首4958号,58292770,上海市,上海市,浦东新区,,121.902996,30.953789
韶关市乐昌市云岩中学,普通,公办,中学,广东省乐昌市云岩村委会,0751-5850964,广东省,韶关市,乐昌市,,113.101215,25.124718
杭州市二中,普通,公办,中学,浙大杭州,,浙江省,杭州市,,,120.132239,30.176456
梅江区水白中学,普通,公办,中学,梅江区（泮坑旅游区）,0753-2315488   林校长,广东省,梅州市,,,116.120546,24.25599
老港中学,普通,公办,中学,上海市浦东区老港镇建中路1001号,58051045,上海市,上海市,浦东新区,,121.557559,31.202757
