学校名称,省份,城市,区县,办学类型,办学性质,官方地址,官方网址,官方电话,电子邮箱,创建时间,占地面积(亩),隶属于,学校地址,学历证书,国家级示范学校,国家级重点学校,省级示范学校,省级重点学校,市级重点学校,省级高水平中等职业学校,市级示范学校,开设专业
广平县职教中心,河北,邯郸市,广平县,中等专业学校,,河北邯郸市广平县,--,0310-2666036,--,1990,248,广平县教育体育局,邯郸市广平县长春大道北段251号,--,,,,,,,,{}
永年区职教中心,河北,邯郸市,永年区,中等专业学校,,河北邯郸市永年区,http://www.ynzjzx.com/index,0310-6726179,webmaster@ynzjzx.com,1984,220,--,邯郸市永年区刘营镇318省道,--,,,,,,,,{}
魏县职教中心,河北,邯郸市,魏县,职业高中,,河北邯郸市魏县,--,0310-3531909,wxzjzxbgs@163.com,1994,--,--,河北省邯郸市魏城镇龙乡南大街529号,--,,,,是,,,,"{'农业类': ['作物生产技术'], '机电设备类': ['电梯安装与维修保养'], '自动化类': ['工业机器人技术应用'], '铁道运输类': ['铁道运输服务'], '计算机类': ['计算机应用'], '公共卫生与卫生管理类': ['卫生信息管理'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '艺术设计类': ['绘画'], '教育类': ['幼儿保育']}"
邯郸信息工程学校,河北,邯郸市,丛台区,中等专业学校,,河北邯郸市丛台区,--,--,--,--,100,--,邯郸市丛台区中华北大街与北环交汇处北行200米路东,--,,,,,,,,{}
邯郸华博教育中等专业学校,河北,邯郸市,邯山区,中等专业学校,,河北邯郸市邯山区,--,0310-7871786,--,,,--,--,--,,,,,,,,{}
邯郸光华职业高级中学,河北,邯郸市,,中等专业学校,,河北邯郸市,--,--,--,,,--,--,--,,,,,,,,{}
邯郸市春润中等职业学校,河北,邯郸市,峰峰矿区,中等专业学校,民办,河北邯郸市峰峰矿区,--,--,--,--,--,--,邯郸市峰峰矿区滏阳东路45号,--,,,,,,,,{}
河北艺术职业中学,河北,石家庄市,桥西区,中等专业学校,,河北石家庄市桥西区,http://www.sdmyfz.cn/,"0311-
83822763",sdmyfz@163.com,,,--,--,--,,,,,,,,{}
晋州市职业技术教育中心,河北,石家庄市,晋州市,中等专业学校,,河北石家庄市晋州市,http://jzzhijiao.peixun5.com/,0311-84328568,--,1992,120,--,晋州市朝阳路77号,--,,是,是,,,,,"{'农业类': ['作物生产技术'], '畜牧业类': ['畜禽生产技术'], '土建施工类': ['建筑工程施工'], '机械设计制造类': ['机械制造技术'], '自动化类': ['电气设备运行与控制'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '旅游类': ['旅游服务与管理'], '艺术设计类': ['绘画'], '教育类': ['幼儿保育']}"
石家庄厚德职业高级中学,河北,石家庄市,栾城区,中等专业学校,,河北石家庄市栾城区,--,--,--,,,--,--,--,,,,,,,,{}
石家庄华唐艺术职业高中,河北,石家庄市,鹿泉区,职业高中,,河北石家庄市鹿泉区,http://www.sjzhtysgz.com/zszl/jz/,0311-84588801,huatangyishu@163.com,,,--,--,--,,,,,,,,"{'艺术设计类': ['绘画'], '表演艺术类': ['舞蹈表演', '戏剧表演', '音乐表演'], '广播影视类': ['播音与主持']}"
石家庄市藁城区职业技术教育中心,河北,石家庄市,藁城区,中等专业学校,,河北石家庄市藁城区,http://www.gcszjzx.cn/,0311-88199337,--,,,--,--,--,是,,,是,,,,{}
石家庄市栾城区艺术职业学校,河北,石家庄市,栾城区,中等专业学校,,河北石家庄市栾城区,--,--,--,,,--,--,--,,,,,,,,{}
石家庄市美术职业实验学校,河北,石家庄市,长安区,中等专业学校,,河北石家庄市长安区,--,--,--,,,--,--,--,,,,,,,,{}
石家庄市新世纪高级职业中学,河北,石家庄市,长安区,中等专业学校,,河北石家庄市长安区,--,--,--,,,--,--,--,,,,,,,,{}
石家庄通用装备中等学校,河北,石家庄市,井陉县,中等专业学校,,河北石家庄市井陉县,--,0311-82358579,--,,,--,--,--,,,,,,,,{}
石家庄中和健康职业中等专业学校,河北,石家庄市,栾城区,中等专业学校,民办,河北石家庄市栾城区,http://www.zhjkedu999.com/,0311-88703589,--,,,--,--,--,,,,,,,,"{'计算机类': ['计算机应用'], '中医药类': ['中医护理', '中医康复技术'], '电子商务类': ['电子商务'], '公共服务类': ['老年人服务与管理']}"
无极野风美术职业中学,河北,石家庄市,无极县,中等专业学校,民办,河北石家庄市无极县,http://www.wjyfmszx.com/,0311-85753638,wjyfmszx@163.com,,,--,--,--,,,,,,,,{}
元氏县音体美学校,河北,石家庄市,元氏县,中等专业学校,公办,河北石家庄市元氏县,http://www.yintimeischool.com/,--,yswgyxx@126.com,2003,54,--,石家庄市元氏县南因镇西杜村北,--,,,,,,,,"{'艺术设计类': ['绘画'], '表演艺术类': ['音乐表演'], '体育类': ['运动训练']}"
正定县乒乓球职业学校,河北,石家庄市,正定县,中等专业学校,公办,河北石家庄市正定县,--,--,--,--,--,--,"河北省石家庄市正定县正定镇兴
荣路63号",--,,,,,,,,{}
张家口市宣化职业技术教育中心,河北,张家口市,宣化区,中等专业学校,,河北张家口市宣化区,--,0313-3868403,--,1983,235,--,张家口市宣化区顾家营镇土山洼村,--,,,,,,,,"{'林业类': ['园林技术'], '畜牧业类': ['畜禽生产技术'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '教育类': ['幼儿保育']}"
张家口市崇礼区职业技术教育中心,河北,张家口市,崇礼区,中等专业学校,公办,河北张家口市崇礼区,--,0313-4615639,--,1992,23,--,张家口市崇礼区西湾子镇二道沟,--,,,,,,,,{}
张北县职教中心,河北,张家口市,张北县,中等专业学校,,河北张家口市张北县,http://www.zbxzjzx.com,0313-5231679,--,,,--,--,--,,是,,,,,,{}
尚义县职业技术教育中心,河北,张家口市,尚义县,中等专业学校,,河北张家口市尚义县,--,0313-4322751,--,,,--,--,--,,,,,,,,{}
沽源县职业技术教育中心,河北,张家口市,沽源县,中等专业学校,,河北张家口市沽源县,--,0313-5813440,--,,,--,--,--,,,,,,,,{}
涿鹿县职业技术教育中心,河北,张家口市,涿鹿县,中等专业学校,,河北张家口市涿鹿县,http://www.zlzj1993.com,0313-6532237,--,,,--,--,--,,是,,,,,,{}
涿鹿县宝峰寺林业中学,河北,张家口市,涿鹿县,中等专业学校,,河北张家口市涿鹿县,--,--,--,,,--,--,--,,,,,,,,{}
张家口尚美时尚中等职业学校,河北,张家口市,万全区,中等专业学校,,河北张家口市万全区,http://www.shangmeishishang.com,0313-4835566,181172271@qq.com,,,--,--,--,,,,,,,,"{'新能源发电工程类': ['风力发电设备运行与维护', '光伏工程技术与应用'], '计算机类': ['计算机网络技术'], '旅游类': ['旅游服务与管理'], '艺术设计类': ['美发与形象设计']}"
卢龙县职业技术教育中心,河北,秦皇岛市,卢龙县,中等专业学校,,河北秦皇岛市卢龙县,--,--,--,,,--,--,--,是,是,,,,,,{}
青龙满族自治县职业技术教育中心,河北,秦皇岛市,青龙满族自治县,中等专业学校,,河北秦皇岛市青龙满族自治县,--,--,--,,,--,--,--,,,,,,,,{}
卢龙县特殊教育学校,河北,秦皇岛市,卢龙县,特殊教育,民办,河北秦皇岛市卢龙县,--,--,--,2016,--,--,卢龙县卢龙镇王郎庄村北卢龙镇中学南侧,--,,,,,,,,{'农业类': ['农产品贮藏与加工']}
核工业四0四工业学校,河北,秦皇岛市,山海关区,中等专业学校,公办,河北秦皇岛市山海关区,http://www.hgy404xx.com/,0335-7521228,--,,,--,--,--,,,,,,,,"{'机电设备类': ['智能设备运行与维护'], '船舶与海洋工程装备类': ['船体修造技术'], '道路运输类': ['汽车运用与维修'], '航空运输类': ['航空服务'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '艺术设计类': ['绘画'], '广播影视类': ['播音与主持']}"
秦皇岛海天职业高中,河北,秦皇岛市,山海关区,职业高中,民办,河北秦皇岛市山海关区,--,0335-5085006,--,,,--,--,--,,,,,,,,{}
秦皇岛市海港区民族学校,河北,秦皇岛市,海港区,职业高中,民办,河北秦皇岛市海港区,--,0335-7812810,--,2004,170,--,秦皇岛市海港区杜庄镇温泉堡,--,,,,,,,,{'艺术设计类': ['绘画']}
承德人力资源经济学校,河北,承德市,双桥区,中等专业学校,,河北承德市双桥区,--,0314-2058380,--,,,--,--,--,,,,,,,,{}
平泉市职教中心,河北,承德市,平泉市,中等专业学校,公办,河北承德市平泉市,--,0314-7072354,--,1993,124,--,平泉镇福佑路,--,,是,,,,,,"{'林业类': ['园林技术'], '土建施工类': ['建筑工程施工'], '机械设计制造类': ['机械加工技术'], '自动化类': ['机电技术应用'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '教育类': ['幼儿保育']}"
滦平县职教中心,河北,承德市,滦平县,中等专业学校,公办,河北承德市滦平县,http://www.lpzhj.com/,0314-8583569,--,,,--,--,--,,是,,,,,,{}
宽城县职教中心,河北,承德市,宽城满族自治县,中等专业学校,公办,河北承德市宽城满族自治县,http://www.kczjzx.cn/,0314-6866372,--,1993,127,--,宽城满族自治县北局子教育园区,--,,,,是,,,,"{'林业类': ['林业生产技术'], '土建施工类': ['建筑工程施工'], '自动化类': ['机电技术应用'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '教育类': ['幼儿保育']}"
兴隆县职教中心,河北,承德市,兴隆县,中等专业学校,公办,河北承德市兴隆县,https://xlzj.30edu.com.cn/,0314-7592867,--,1991,151,--,兴隆县雾灵山镇前雾灵山村,--,,,,,,,,"{'林业类': ['园林绿化'], '机械设计制造类': ['焊接技术应用'], '自动化类': ['工业机器人技术应用'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '教育类': ['幼儿保育']}"
围场县职教中心,河北,承德市,围场满族蒙古族自治县,中等专业学校,公办,河北承德市围场满族蒙古族自治县,--,0314-7840351,--,1983,--,--,围场县四合永镇,--,是,是,,,,,,"{'农业类': ['作物生产技术'], '林业类': ['林业生产技术'], '畜牧业类': ['畜禽生产技术'], '测绘地理信息类': ['工程测量技术'], '机械设计制造类': ['机械加工技术', '数控技术应用'], '自动化类': ['电气设备运行与控制'], '汽车制造类': ['汽车制造与检测'], '计算机类': ['计算机应用'], '公共卫生与卫生管理类': ['卫生信息管理'], '财务会计类': ['会计事务']}"
隆化县职教中心,河北,承德市,隆化县,中等专业学校,公办,河北承德市隆化县,--,0314-7060009,--,,,--,--,--,,是,,,,,,{}
丰宁县职教中心,河北,承德市,丰宁满族自治县,中等专业学校,公办,河北承德市丰宁满族自治县,http://www.hbfnzj.com,0314-8037185,hbfnzjbgs@126.com,1983,304,--,丰宁满族自治县大阁镇西区路51号,--,,是,,,,,,"{'林业类': ['园林技术'], '畜牧业类': ['畜禽生产技术'], '土建施工类': ['建筑工程施工'], '机械设计制造类': ['机械加工技术'], '机电设备类': ['智能设备运行与维护'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '物流类': ['物流服务与管理'], '旅游类': ['旅游服务与管理']}"
双滦区职教中心,河北,承德市,双滦区,中等专业学校,公办,河北承德市双滦区,--,0314-4316055,--,1988,34,--,承德市双滦区滨河大街92号,--,,,,,,,,"{'机械设计制造类': ['机械加工技术'], '自动化类': ['机电技术应用'], '电子信息类': ['物联网技术应用'], '计算机类': ['计算机应用', '计算机平面设计'], '财务会计类': ['会计事务'], '旅游类': ['旅游服务与管理'], '教育类': ['幼儿保育']}"
承德博实中等职业技术学校,河北,承德市,承德县,中等专业学校,民办,河北承德市承德县,--,--,--,,,--,--,--,,,,,,,,{}
唐山市公共关系职业学校,河北,唐山市,路北区,中等专业学校,公办,河北唐山市路北区,http://www.ts11.cn,0315-2824119,ts11zx@sohu.com,,,--,--,--,,,,,,,,{}
唐山开滦中等专业学校,河北,唐山市,路北区,中等专业学校,公办,河北唐山市路北区,http://kljx.hbnyxy.cn/,0315-3049449,kljxbgs@kailuan.com.cn,1952,294,河北省国资委,唐山市北新西道88号,--,,,,,,,,{}
唐山市人力资源中等专业学校,河北,唐山市,路北区,中等专业学校,公办,河北唐山市路北区,--,0315-2830072,--,,,--,--,--,,,,,,,,{}
唐山市丰南区农业技术高级中学,河北,唐山市,丰南区,中等专业学校,公办,河北唐山市丰南区,--,0315-8573311,--,1983,157,--,唐山市丰南区河涧路8号,--,,,,,,,,{}
古冶区职教中心,河北,唐山市,古冶区,中等专业学校,公办,河北唐山市古冶区,http://www.tsgyzjzx.com/,0315-3603183,--,,,--,--,--,,是,,,,,,{}
开平区综合职业技术学校,河北,唐山市,开平区,中等专业学校,公办,河北唐山市开平区,--,--,--,1983,100,--,唐山市唐马路屈庄大桥东,--,,,,是,,,,{}
廊坊市工程技术学校,河北,廊坊市,安次区,中等专业学校,,河北廊坊市安次区,http://www.lfjsxy.com/,0316-2113823,--,,,--,--,--,,,,,,,,{}
廊坊华一传媒学校,河北,廊坊市,廊坊经济技术开发区,中等专业学校,民办,河北廊坊市廊坊经济技术开发区,http://www.huayicm.cn/,0316-6089718,2997214659@qq.com,--,--,--,廊坊开发区东方大学城东区3号教学楼,--,,,,,,,,{'广播影视类': ['播音与主持']}
廊坊市第四职业中学,河北,廊坊市,广阳区,职业高中,公办,河北廊坊市广阳区,--,0316-2231909,--,,,--,--,--,,,,,,,,{}
永清县职技术教育中心,河北,廊坊市,永清县,中等专业学校,,河北廊坊市永清县,--,0316-6680290,--,,,--,--,--,,,,,,,,{}
固安县职业中学,河北,廊坊市,固安县,中等专业学校,,河北廊坊市固安县,--,0316-6112402,--,,,--,--,--,,,,,,,,"{'林业类': ['园林绿化'], '畜牧业类': ['畜禽生产技术'], '航空运输类': ['航空服务'], '计算机类': ['计算机应用'], '教育类': ['幼儿保育']}"
廊坊职业技术学院,河北,廊坊市,廊坊经济技术开发区,中等专业学校,,河北廊坊市廊坊经济技术开发区,http://www.lfzhjxy.cn/,0316-6028816,--,,,--,--,--,,,,,,,,{}
保定市第二职业中学,河北,保定市,竞秀区,中等专业学校,公办,河北保定市竞秀区,http://bdezz.com/,0312-2025541,baodingerzhizhong@163.com,1956,--,--,保定市百花东路1080号,--,,,,是,,,,"{'电子信息类': ['电子信息技术'], '计算机类': ['计算机应用', '计算机网络技术'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '艺术设计类': ['艺术设计与制作']}"
保定市第四职业中学,河北,保定市,莲池区,中等专业学校,公办,河北保定市莲池区,http://www.bdlgzz.com,0312-3156565,3156565@163.com,,,--,--,--,,,,,,,,"{'机械设计制造类': ['数控技术应用'], '自动化类': ['机电技术应用', '电气设备运行与控制', '工业机器人技术应用'], '道路运输类': ['汽车运用与维修', '汽车车身修复'], '计算机类': ['计算机网络技术', '计算机平面设计'], '财务会计类': ['会计事务'], '餐饮类': ['中餐烹饪']}"
