中学名称,地区,属性,性质,类型,学校地址,联系电话,省级位置,地级位置,县级位置
广东省经济贸易职业技术学校,广东省 广州市,全国重点,公办,职业学校,白云区均禾街鹤龙二路1121号，天河区先烈东横路34号（南校区）,020-62659621,广东省,广州市,
中国五冶大学高新校区（原德源校区）,四川省 成都市 郫都区,县重点,公办,职业学校,成都市郫都区青蓉镇（原德源镇）禹庙上街406号,028-67307237,四川省,成都市,郫都区
兰州城市建设学校,甘肃省 兰州市,全国重点,公办,职业学校,兰州市大砂坪541号,0931-8885217,甘肃省,兰州市,
上海市曹杨职业技术学校,上海市 普陀区,全国重点,公办,职业学校,枫桥路61号,021-62549780 陈家栋,上海市,上海市,普陀区
宁波市绿色学校,浙江省 宁波市 江北区,全国重点,公办,职业学校,宁波市江北区,,浙江省,宁波市,江北区
佛山高明区职业技术学校,广东省 佛山市 高明区,普通,公办,职业学校,佛山市高明区荷城街道（三洲）三清路99号,88282322、88282312,广东省,佛山市,高明区
阜阳市拓扑电脑学校,安徽省 阜阳市,全国重点,公办,职业学校,阜阳市清河西路,0558-2178884 付怀宝,安徽省,阜阳市,
无锡技师学院,江苏省 无锡市,全国重点,公办,职业学校,羊腰湾52号,0510-5012283,江苏省,无锡市,
厦门南洋职业学院,福建省 厦门市 ,全国重点,公办,职业学校,厦门市仙岳路278号,,福建省,厦门市,
山东商务职业学院,山东省 烟台市 芝罘区,全国重点,私立,职业学校,山东省烟台市高新区金海路1001号,0535-6925032,山东省,烟台市,芝罘区
威海市光远技工学校,山东省 威海市 环翠区,市重点,公办,职业学校,威海市高区丹东路77-11号,13287802377,山东省,威海市,环翠区
江西省信息科技学校,江西省 南昌市 南昌县,全国重点,公办,职业学校,南昌市高新技术开发区,15180467650,江西省,南昌市,南昌县
西安工业学院附属中学,陕西省 西安市 雁塔区,普通,公办,职业学校,西安市伞塔路东段西工院附中,029 83208301,陕西省,西安市,雁塔区
蓝深职业技术学校,湖南省 邵阳市 武冈市,县重点,民办,职业学校,武冈市庆丰东路,15211975899,湖南省,邵阳市,武冈市
福建宁德财经学校,福建省,全国重点,公办,职业学校,蕉城南路83号,0593-2952010,福建省,,
佛山华材职业技术学校,广东省 佛山市 禅城区,全国重点,公办,职业学校,广东省佛山市禅城区丝绸路,,广东省,佛山市,禅城区
深圳市中嘉职校,广东省 深圳市 宝安区,普通,民办,职业学校,沙井新二南岭路21号,0755-27253103 07552725-3968,广东省,深圳市,宝安区
北京市黄庄职业高中,北京市 石景山区,市重点,公办,职业学校,北京市石景山区鲁谷东街29号,010-68638293,北京市,北京市,石景山区
上海市商业学校,上海市 静安区,全国重点,公办,职业学校,共和新路1458号,021-66305225,上海市,上海市,静安区
重庆市龙门浩职业高级中学,重庆市 南岸区,市重点,公办,职业学校,重庆 南岸 茶园新城,023—62453799 62453789,重庆市,重庆市,南岸区
襄樊航空工业技工学校,湖北省 襄阳市 襄州区,全国重点,公办,职业学校,湖北襄樊市襄阳区,0710-2816641,湖北省,襄阳市,襄州区
青岛交通职业学校,山东省 青岛市 市北区,全国重点,公办,职业学校,青岛市市北区台东一路27,,山东省,青岛市,市北区
深圳书画艺术学院,广东省 深圳市 福田区,普通,公办,职业学校,深圳福田宏威路38号,0755-83155035,广东省,深圳市,福田区
成都华夏旅游商务学校,四川省 成都市 双流区,普通,公办,职业学校,双流县双华路,（028）86951578   86925490,四川省,成都市,双流区
上海市航空服务学校(北校区),上海市 浦东新区,普通,公办,职业学校,上海市浦东区川环南路266号,021-58921462,上海市,上海市,浦东新区
山东蓝翔高级技工学校,山东省 济南市,全国重点,公办,职业学校,山东省济南市蓝翔中路六号,15098952506,山东省,济南市,
运城蓝盾职业技术学校,山西省 运城市,普通,公办,职业学校,运城市凤凰南路150号,0359-2025856  唐文荣,山西省,运城市,
琼台师范高等专科学校,海南省 海口市 琼山区,普通,公办,职业学校,海南省海口市琼山区府城中山路8号（府城校区）,0898-65735055 邮编：571127地址：海南省海口市琼山区府城中山路8号（府城校区）,海南省,海口市,琼山区
广西南宁创艺艺术职业学校,广西 南宁市 兴宁区,全国重点,公办,职业学校,,0771-5614683 13707710690,广西,南宁市,兴宁区
襄樊内燃机车厂技工学校,湖北省 襄阳市 襄州区,全国重点,公办,职业学校,湖北襄樊市襄阳区肖湾钢铁路8号,0710-2860643,湖北省,襄阳市,襄州区
宁夏中联成人教育培训学校,宁夏 银川市 西夏区,县重点,民办,职业学校,宁夏银川市西夏区,"15121912959 	      0951-2080726",宁夏,银川市,西夏区
石家庄明泽职业中专学校,河北省 石家庄市 新华区,县重点,私立,职业学校,1、石家庄新华区植物园西街2、石家庄经济开发区岗上文明路12号,,河北省,石家庄市,新华区
合川玲丽化妆美甲培训学校,重庆市,区重点,民办,职业学校,重庆市合川区钓办处久长路151号附8号2楼,15922731234,重庆市,,
广东机电职业技术学院,广东省 广州市 白云区,普通,公办,职业学校,广州市沙太路麒麟岗,020-61362167,广东省,广州市,白云区
临沂长城职业中等专业学校,山东省 临沂市 河东区,普通,民办,职业学校,临沂市金雀山东路东段（河东汽车站向东直行1500米）,15275789518,山东省,临沂市,河东区
宁夏农业学校,宁夏 银川市,全国重点,公办,职业学校,银川市黄河东路7686号,0951-5031210,宁夏,银川市,
桂林市卫生学校,广西 桂林市,全国重点,公办,职业学校,民主路万寿巷10号,0773-3890904,广西,桂林市,
厦门市滨海工贸学校,福建省 厦门市 集美区,县重点,民办,职业学校,环珠路363-369号,0592-6681746,福建省,厦门市,集美区
本溪市商贸服务学校,辽宁省 本溪市,全国重点,公办,职业学校,明山区解放路东芬体育场后侧,0414-2170127 李大志,辽宁省,本溪市,
上海震旦职业学院,上海市 宝山区,普通,公办,职业学校,上海市宝山区罗店镇市一路88号,021-66863366,上海市,上海市,宝山区
成都航空旅游职业学校,四川省 成都市 青羊区,市重点,公办,职业学校,学校现有四个校区:青羊校区 103校区 邛崃校区 航空港校区,028-67039777 67001222 67038111,四川省,成都市,青羊区
洛阳市科技中等专业学校,河南省 洛阳市 洛龙区,普通,私立,职业学校,洛阳市洛龙新区安乐大杨树科技中专汽车站向南200M（望城路）,,河南省,洛阳市,洛龙区
新余新世纪中等专业学校,江西省 新余市,全国重点,公办,职业学校,新余市城东高新技术经济开发区,0790-6461139,江西省,新余市,
大连航运职业技术学院,辽宁省 大连市 ,普通,公办,职业学校,大连市旅顺经济开发区金昌街1号,（0411）86274035,辽宁省,大连市,
三亚航空旅游职业学院,海南省 三亚市 ,市重点,公办,职业学校,海南三亚市凤凰路218号,88348005 88348006,海南省,三亚市,
广西体育高等专科学校,广西 南宁市,普通,公办,职业学校,公园路2号,0771-2810790,广西,南宁市,
柳州医学高等专科学校,广西 柳州市,普通,公办,职业学校,广西柳州市窑埠街114号,（0772）2613217,广西,柳州市,
锦州师范高等专科学校,辽宁省 锦州市 凌河区,普通,公办,职业学校,锦州市凌河区松坡路189号,,辽宁省,锦州市,凌河区
江西洪城专修学院,江西省 南昌市 南昌县,全国重点,公办,职业学校,江西省南昌市象湖观鱼村附一号,0791-6592292 李老师 张老师 朱老师,江西省,南昌市,南昌县
兴义民族师范学院,贵州省 黔西南 兴义市,普通,公办,职业学校,贵州省兴义市湖南路32号,0859-3236966  地址：贵州省兴义市湖南路32号,贵州省,黔西南,兴义市
海口市高级技工学校,海南省 海口市 秀英区,普通,公办,职业学校,海口市龙华路52号,0898-66772137,海南省,海口市,秀英区
杭州现代技工学校,浙江省 杭州市 余杭区,,民办,职业学校,杭州市未来科技城华一路6号（人工智能小镇旁）,18858175617,浙江省,杭州市,余杭区
广东赛特技工学校,广东省 佛山市 南海区,普通,公办,职业学校,广东省佛山市南海西樵,0757-86868255 86868253,广东省,佛山市,南海区
青州王春亮推拿学堂,山东省 潍坊市 青州市,县重点,私立,职业学校,青州王春亮推拿学堂,13256361357,山东省,潍坊市,青州市
上海市经济管理学校,上海市 普陀区,全国重点,公办,职业学校,常德路1344弄6号,021-62774932 严正,上海市,上海市,普陀区
贵阳市新城职业学校,贵州省 贵阳市,县重点,民办,职业学校,西南环路云盘9号（贵阳客运东站旁）,18585054801,贵州省,贵阳市,
渑池县职业中等专业学校,河南省,全国重点,公办,职业学校,河南省渑池县仰韶大街西段,0398-4853455 4852353,河南省,,
四川省卫校龙泉驿阳光城校区,四川省 成都市 龙泉驿区,全国重点,公办,职业学校,成都市龙泉驿区幸福路12号,028-66901051,四川省,成都市,龙泉驿区
武汉民政职业学院,湖北省 武汉市 洪山区,普通,公办,职业学校,武汉市洪山区卓刀泉路257号,027-87564643,湖北省,武汉市,洪山区
湖北轻工职业技术学院,湖北省 武汉市 武昌区,普通,公办,职业学校,湖北省武汉市武昌石牌岭东二路五号,027-87871803,湖北省,武汉市,武昌区
洛阳机车高级技工学校,河南省 洛阳市,普通,私立,职业学校,瀍河区启明东路6号,,河南省,洛阳市,
即墨市英达会计外语培训学校,山东省 青岛市 即墨区,普通,公办,职业学校,即墨市岙兰路１３２号,0532-8511415,山东省,青岛市,即墨区
山东省即墨市第二职业中专,山东省 青岛市 即墨区,普通,公办,职业学校,山东省即墨市新华路24号,0532-7561651,山东省,青岛市,即墨区
即墨市第一职业中学,山东省 青岛市 即墨区,普通,公办,职业学校,山东省青岛市即墨市,,山东省,青岛市,即墨区
江西渝州科技职业学院,江西省 新余市,普通,民办,职业学校,江西省新余市仙来西大道,0790-6340022,江西省,新余市,
徐州市立本进修学院,江苏省 徐州市 云龙区,普通,私立,职业学校,徐州市解放南路193号戏马台写字楼102室,51683552066,江苏省,徐州市,云龙区
大同市第一技工学校,山西省 大同市,普通,私立,职业学校,大同市城区西箭道五号,0352 410205,山西省,大同市,
江西省精英技工学校,江西省 上饶市 信州区,全国重点,公办,职业学校,江西省上饶市解放路1号,,江西省,上饶市,信州区
醴陵市德才外语学校,湖南省,全国重点,公办,职业学校,醴陵市来龙门,0733-3271848,湖南省,,
大连广告职业学校,辽宁省 大连市 中山区,全国重点,公办,职业学校,辽宁省大连市西岗区团结街1号,0411-2623135,辽宁省,大连市,中山区
核工业成都机电学校,四川省 成都市 新都区,普通,公办,职业学校,四川省成都市外北三河大道,028-83906255 028-83540008,四川省,成都市,新都区
福建省诚毅技术学校,福建省 厦门市 集美区,普通,民办,职业学校,集美学村尚南路35号,0592-6690328,福建省,厦门市,集美区
郑州电力职业学院,河南省 郑州市 中牟县,全国重点,公办,职业学校,河南省郑州市中牟新区商都大街,0371-62110858,河南省,郑州市,中牟县
南昌理工技工学校,江西省 南昌市 南昌县,普通,公办,职业学校,向塘北大道,18170859885,江西省,南昌市,南昌县
南昌汽车机电学校,江西省 南昌市 青云谱区,全国重点,公办,职业学校,青云谱路329号,"0791-5277948   	 0791-83732373",江西省,南昌市,青云谱区
石家庄科技职业学院,河北省 石家庄市,普通,公办,职业学校,石家庄市经济技术开发区创业路23号,0311-83091009,河北省,石家庄市,
温州新纪元职业学校,浙江省 温州市 ,全国重点,公办,职业学校,温州市里垟路30号,0577-88118385 88113018,浙江省,温州市,
重庆科能高级技工校,重庆市 沙坪坝区,普通,公办,职业学校,重庆沙坪坝区上桥正街,029 65209844,重庆市,重庆市,沙坪坝区
邵阳市商业技工学校,湖南省 邵阳市,全国重点,公办,职业学校,邵阳市城北西路120号,0739-5322095,湖南省,邵阳市,
无锡市太湖技工学校,江苏省 无锡市,全国重点,公办,职业学校,江苏省无锡市太湖山水城旅游区山水东路1号,0510-5558040,江苏省,无锡市,
成都华商理工职业学校,四川省 成都市 郫都区,普通,公办,职业学校,四川省成都市郫县德源镇寿增路153号、170号,15680860215,四川省,成都市,郫都区
黄冈联升中等专业学校,湖北省 黄冈市,普通,私立,职业学校,湖北省黄冈市黄州大道北79号,0713-8697100,湖北省,黄冈市,
