,中学名称,地区,属性,性质,类型,学校地址,联系电话,省级位置,地级位置,县级位置
12146,杭州市金沙学校（中学部）,浙江省 杭州市 余杭区,普通,公办,中学,杭州经济技术开发区德胜东路2888号恒大建材市场A区北门商业街3号,0571-56656630,浙江省,杭州市,余杭区
12147,上海市南湖职业学校总校,上海市 杨浦区,普通,公办,中学,上海市杨浦区三门路661号,021-55382487 55514666,上海市,上海市,杨浦区
12148,中铁二局一中,四川省 成都市 成华区,普通,公办,中学,成都市通锦路15号,87660578,四川省,成都市,成华区
12149,广州市南石中学,广东省 广州市 海珠区,普通,公办,中学,广纸北二路116号,020-84344816,广东省,广州市,海珠区
12150,沛县张寨中学,江苏省 徐州市,普通,私立,中学,沛县张寨镇,,江苏省,徐州市,
12151,三五一三子弟学校,陕西省 西安市 碑林区,普通,公办,中学,友谊西路23号,029-87811317,陕西省,西安市,碑林区
12152,沙县富口中学,福建省 三明市,普通,公办,中学,福建省三明市沙县富口镇富口村,,福建省,三明市,
12153,合肥市第六十九中学,安徽省 合肥市 蜀山区,普通,公办,中学,南七 洪岗路,0551-3663597,安徽省,合肥市,蜀山区
12154,上海应昌期围棋学校,上海市 黄浦区,普通,公办,中学,天津路200号,021-63603458 金维良,上海市,上海市,黄浦区
12155,长阳土家族自治县龙舟坪中学,湖北省 宜昌市 长阳土家族自治县,普通,公办,中学,长阳土家族自治县龙舟坪镇黄龙路21号,0717-5322928,湖北省,宜昌市,长阳土家族自治县
12156,南昌县冈上中学,江西省 南昌市 南昌县,普通,公办,中学,南昌县冈山镇冈上街8号,0791-5182157,江西省,南昌市,南昌县
12157,新江镇中心学校,广西 南宁市 邕宁区,,公办,中学,新江镇新江街,0771—4762005,广西,南宁市,邕宁区
12158,吉安文武学校,江西省 吉安市 青原区,普通,公办,中学,江西省吉安市青原区青原大道400号,0796-8101313,江西省,吉安市,青原区
12159,上海市奉贤区西渡中学,上海市 奉贤区,普通,公办,中学,上海市奉贤区西渡镇扶兰村,021-57158996,上海市,上海市,奉贤区
12160,静海县中旺镇西湾河中心校,天津市 静海区,,公办,中学,静海县中旺镇西湾河村,022- 68522033,天津市,天津市,静海区
12161,九江外国语学校,江西省 九江市 庐山区,普通,公办,中学,江西省九江市东城区庐山大道旁,,江西省,九江市,庐山区
12162,黑龙江省鸡东县新华学校,黑龙江 鸡西市 鸡东县,普通,公办,中学,黑龙江省鸡东县东海镇新华村,13946841523,黑龙江,鸡西市,鸡东县
12163,上海沙田学校,上海市 普陀区,普通,公办,中学,兰溪路51号,021-62576739 奚雅芬,上海市,上海市,普陀区
12164,邯郸县河沙镇中学(第七中学),河北省 邯郸市,普通,私立,中学,邯郸县河沙镇南街,0310-8153325,河北省,邯郸市,
12165,包公庙中学,湖南省 郴州市 宜章县,普通,私立,中学,宜章县栗源镇,07353955678,湖南省,郴州市,宜章县
12166,源城区第二中学,广东省 河源市 源城区,普通,公办,中学,广东省河源市源城区,,广东省,河源市,源城区
12167,湖北省潜江市竹根滩镇初级中学,湖北省 武汉市,普通,公办,中学,潜江市竹根滩镇文卫路20号,027-86300530,湖北省,武汉市,
12168,沈阳市朝鲜族第四中学,辽宁省 沈阳市,普通,公办,中学,沈阳市浑南新区浑河站乡金鲜村,024-23701511,辽宁省,沈阳市,
12169,北京市第七十七中学,北京市 西城区,普通,公办,中学,北京市西城区车公庄地铁站附近,010-68344692,北京市,北京市,西城区
12170,上海七宝德怀特高级中学,上海市 闵行区,普通,民办,中学,上海市闵行区虹莘路3233号,021-34909939 021-54855649,上海市,上海市,闵行区
12171,枣庄市山亭区天成中学,山东省 枣庄市 山亭区,普通,公办,中学,山东省枣庄市山亭区桑村镇,（0632）8609656,山东省,枣庄市,山亭区
12172,上海市进才中学北校苗圃路校区,上海市 浦东新区,普通,公办,中学,上海市浦东新区苗圃路555号,021-58859927,上海市,上海市,浦东新区
12173,广州美国人国际学校,广东省 广州市 越秀区,普通,民办,中学,广东省广州市越秀区烟雨南街3号,020-873533921,广东省,广州市,越秀区
12174,黄梅县新开镇中心学校,湖北省 黄冈市 黄梅县,普通,公办,中学,黄梅县新开镇正街58号,0713--3711028 3711017,湖北省,黄冈市,黄梅县
12175,嘉兴前进学校,浙江省 嘉兴市 秀洲区,普通,,中学,嘉兴市安乐路224号{前进学校三楼},,浙江省,嘉兴市,秀洲区
12176,武汉金思维中学,湖北省 武汉市 东西湖区,普通,公办,中学,东西湖区吴家山五支沟,027-83213441,湖北省,武汉市,东西湖区
12177,常熟市杨园中学,江苏省 苏州市 常熟市,普通,公办,中学,江苏省常熟市杨园镇,0512-52471083,江苏省,苏州市,常熟市
12178,合肥四十五中学,安徽省 合肥市 庐阳区,普通,公办,中学,安徽省合肥市六安路65号,0551-2659634,安徽省,合肥市,庐阳区
12179,广灵五中,山西省 大同市 广灵县,普通,私立,中学,山西省广灵县作疃乡平城北堡,,山西省,大同市,广灵县
12180,天塘乡中学,湖南省 郴州市 宜章县,普通,公办,中学,天塘乡天塘村&#8195;,0735-3930115,湖南省,郴州市,宜章县
12181,上海包玉刚实验学校（中学部）,上海市 松江区,普通,民办,中学,上海市松江区三新北路,（021）61671999,上海市,上海市,松江区
12182,龙湾区春晖高级中学,浙江省 温州市 龙湾区,普通,民办,中学,温州市龙湾区海城镇东溪村东台路1号,（0577）85212003,浙江省,温州市,龙湾区
12183,濮阳县习城乡第二初级中学,河南省 濮阳市 濮阳县,普通,公办,中学,河南省濮阳市濮阳县习城乡甘露集,13839251872,河南省,濮阳市,濮阳县
12184,沈阳市第一二二中学,辽宁省 沈阳市 于洪区,普通,公办,中学,沈阳市于洪区鸭绿江西街3号,024-86902091,辽宁省,沈阳市,于洪区
12185,深圳坪山高级中学,广东省 深圳市 龙岗区,普通,公办,中学,广东省深圳市坪山新区锦龙大道东侧,0755-84511555,广东省,深圳市,龙岗区
12186,上海市小蒸初级中学,上海市 青浦区,普通,公办,中学,上海市青浦区小蒸镇贞溪路北首,021-59811592,上海市,上海市,青浦区
12187,文登市新一中,山东省 威海市 文登市,普通,私立,中学,文登市文化东路97号,,山东省,威海市,文登市
12188,佛山市蓓蕾艺术学校,广东省 佛山市 禅城区,普通,私立,中学,广东省佛法僧禅城区,0757-83780615,广东省,佛山市,禅城区
12189,浏阳柏加中学,湖南省 长沙市 浏阳市,普通,公办,中学,湖南省浏阳市柏加镇双源村青丰组,0731-83120077,湖南省,长沙市,浏阳市
12190,温州文成县树人学校,浙江省 温州市 文成县,普通,私立,中学,浙江省温州市文成县城东开发区,,浙江省,温州市,文成县
12191,佛山顺德区善祥学校,广东省 佛山市 顺德区,普通,私立,中学,广东省佛山市顺德区霞石善祥学校,,广东省,佛山市,顺德区
12192,上海浦东新区教育学院实验中学新浦路校区,上海市 浦东新区,普通,公办,中学,上海市浦东区新浦路61号下南路225弄303室,61343227,上海市,上海市,浦东新区
12193,阳春市新潭中学,广东省 阳江市 阳春市,普通,公办,中学,广东省阳江市阳春市潭水镇车站南路148号,0662-7851230,广东省,阳江市,阳春市
12194,三明三中,福建省 三明市,普通,公办,中学,福建省三明市,,福建省,三明市,
12195,周浦镇育才学校,上海市 浦东新区,普通,公办,中学,上海市浦东区周浦镇瓦屑振兴路2号,,上海市,上海市,浦东新区
12196,上海市奉贤区惠敏学校（中学部）,上海市 奉贤区,普通,公办,中学,近郊奉贤区综合开发区陈桥路626号,021-37441227,上海市,上海市,奉贤区
12197,徐州电力工业学校,江苏省 徐州市 云龙区,普通,私立,中学,徐州北郊,,江苏省,徐州市,云龙区
12198,上海市嘉定区封浜中学,上海市 嘉定区,普通,公办,中学,上海市嘉定区乡思路200号,021-59137245,上海市,上海市,嘉定区
12199,温州市艺术职业学校,浙江省 温州市,普通,私立,中学,温州市上陡门住宅区七组团,,浙江省,温州市,
12200,房山区晨曦中学,北京市 房山区,普通,公办,中学,北京市房山区阎村镇吴庄村南,010-89318510,北京市,北京市,房山区
12201,城阳区第十二中学,山东省 青岛市 城阳区,普通,公办,中学,青岛市城阳区棘洪滩街道西岭,0532-87737162,山东省,青岛市,城阳区
12202,北京市大兴区青云店中学,北京市 大兴区,普通,公办,中学,北京市大兴区平乐园北京市大兴区青云店垡上,010-80211070,北京市,北京市,大兴区
12203,莆田涵江职业中专学校,福建省 莆田市 涵江区,普通,公办,中学,福建省莆田市国欢镇高林街,0594-3295819,福建省,莆田市,涵江区
12204,上海市松江区第五中学,上海市 松江区,普通,公办,中学,方塔北路15号,021-57833817 何士雄,上海市,上海市,松江区
12205,北京市密云区新农村中学,北京市 密云区,普通,公办,中学,北京市密云县穆家峪乡新农村,010-89011124,北京市,北京市,密云区
12206,长沙舞蹈艺术职业中等专业学校,湖南省 长沙市 芙蓉区,普通,公办,中学,湖南省长沙市芙蓉区德政街,,湖南省,长沙市,芙蓉区
12207,顺义区仁和中学,北京市 顺义区,普通,公办,中学,北京市顺义区双河大街15号电话：010-北京市顺义区双河大街15号,010-北京市顺义区双河大街15号,北京市,北京市,顺义区
12208,肇庆市端州区英才实验学校（中学部）,广东省 肇庆市 端州区,普通,民办,中学,外坑教育农场内,0758-6151156、6151155、13059391980,广东省,肇庆市,端州区
12209,上海宣桥学校,上海市 浦东新区,普通,公办,中学,宣桥镇东首,021-58181234,上海市,上海市,浦东新区
12210,石家庄市第八十七中学,河北省 石家庄市 长安区,普通,公办,中学,河北省石家庄市长安区谈北路22号,0311-87235799,河北省,石家庄市,长安区
12211,建德育才高级中学,浙江省 杭州市,普通,公办,中学,新安江镇桥东路138号,0571—64805158,浙江省,杭州市,
12212,长沙市望城县黄金乡坪塘学校,湖南省 长沙市 望城区,普通,公办,中学,望城县黄金乡金坪社区,0731-13874822954,湖南省,长沙市,望城区
12213,丰城矿务局第四中学,江西省,普通,公办,中学,丰城市上塘镇仙姑岭北麓,0795-6682328,江西省,,
12214,中山市黄圃镇初级中学（黄圃初中）,广东省 中山市,普通,公办,中学,中山市黄圃镇新柳路,0760-2501321,广东省,中山市,
12215,昌平区南邵中学,北京市 昌平区,普通,公办,中学,北京市昌平区南邵镇南邵村东电话：010-60632165,010-60632165,北京市,北京市,昌平区
12216,徐州市潘塘中学,江苏省 徐州市 云龙区,普通,私立,中学,徐州市云龙区塘坊村,,江苏省,徐州市,云龙区
12217,安源区青山中学,江西省 萍乡市 安源区,普通,公办,中学,江西省萍乡市安源区青山镇葡萄岭,,江西省,萍乡市,安源区
12218,南昌县幽兰中学,江西省 南昌市 南昌县,普通,公办,中学,南昌县幽兰镇北大街文贸路35号,0791-5132088,江西省,南昌市,南昌县
12219,仙游县沙溪初级中学,福建省 莆田市 仙游县,普通,公办,中学,仙游县郊尾镇沙溪村1号　邮编：351253　电话：0594-7397308,0594-7397308,福建省,莆田市,仙游县
12220,上海田林中学,上海市 徐汇区,普通,公办,中学,上海市徐汇区宜山路699号,021-64360146  64360753,上海市,上海市,徐汇区
12221,禅城区南庄高级中学,广东省 佛山市 禅城区,普通,公办,中学,佛山市禅城区南庄镇罗南西路71号,0757-85333234,广东省,佛山市,禅城区
12222,南昌少春中学,江西省 南昌市 南昌县,普通,公办,中学,北京东路28号,0791-8339999,江西省,南昌市,南昌县
12223,北京大兴第七中学,北京市 大兴区,普通,公办,中学,大兴区黄村镇兴丰北大街2段215号,010-69248582,北京市,北京市,大兴区
12224,温州二十一中学,浙江省 温州市 鹿城区,普通,公办,中学,浙江省温州市纺织路1号,0577-88576767,浙江省,温州市,鹿城区
12225,大田县第五中学,福建省 三明市 大田县,普通,公办,中学,福建省三明市大田县天山路43号电话：0598-7222613,0598-7222613,福建省,三明市,大田县
12226,户县第三高级中学,陕西省 西安市,普通,公办,中学,户县五竹乡开发区,029 84980116,陕西省,西安市,
12227,南汇区彭镇中学,上海市 浦东新区,普通,公办,中学,上海市南汇区泥城镇彭庙村999号,021-58240552,上海市,上海市,浦东新区
12228,浦东中学,上海市 浦东新区,普通,公办,中学,浦东新区浦三路648号（近六里）,021-50779448,上海市,上海市,浦东新区
12229,济南市济阳县回河镇中学,山东省 济南市 济阳县,普通,公办,中学,山东省济南市济阳县回河镇回河街,0531-84280054,山东省,济南市,济阳县
12230,书院街道办事处中心中学,山东省 济宁市,普通,私立,中学,济宁曲阜市经济开发区旧县四街,,山东省,济宁市,
12231,成都市铁二院学校,四川省 成都市 金牛区,普通,公办,中学,成都市通锦路3号,028-87676583,四川省,成都市,金牛区
12232,张家口市第十二中学,河北省 张家口市 桥东区,普通,公办,中学,河北省张家口市桥东区钻石中路,0313-4061256,河北省,张家口市,桥东区
12233,深圳市碧波中学,广东省 深圳市 罗湖区,普通,公办,中学,广东省深圳市罗湖区,,广东省,深圳市,罗湖区
12234,常州市第二十四中学,江苏省 常州市,普通,私立,中学,常州市罗汉路9号,,江苏省,常州市,
12235,眉山车辆厂中学,四川省 眉山市,普通,公办,中学,四川省眉山县崇仁镇,0833-8502170，8502180,四川省,眉山市,
12236,都昌县第四中学,江西省 九江市 都昌县,普通,私立,中学,江西省九江市都昌县芙蓉山大道北侧,,江西省,九江市,都昌县
