,地址,电话,网址,城市
李桥中学,河南省驻马店市新蔡县015县道,,,驻马店
五沟营镇中学,河南省驻马店市西平县001乡道,,,驻马店
驻马店平兴县安全中学,,,,驻马店
驻马店回族中学,,,,驻马店
驻马店祥瑞中学,,,,驻马店
驻马店常兴中学,,,,驻马店
驻马店焦庄中学,,,,驻马店
驻马店十里铺中学,,,,驻马店
驻马店东方中学,,,,驻马店
华陂中学,,,,驻马店
泌阳中学,,,,驻马店
师灵中学,,,,驻马店
驻马店桥希望中学,,,,驻马店
李桥乡中学,河南省驻马店市李桥镇,,,驻马店
驻马店涧头乡中学,河南省驻马店市驻马店市辖区涧头,,,驻马店
驻马店石滚河中学,驻马店确山县,,,驻马店
驻马店彭桥中学,河南省驻马店市驻马店市辖区彭桥街,,,驻马店
驻马店顺山店中学,河南省驻马店市驻马店市辖区顺山店街,,,驻马店
驻马店兴华中学,河南省驻马店市平舆县213省道,,,驻马店
驻马店胡庙乡中学,河南省驻马店市确山县206省道,,,驻马店
驻马店香山中学,河南省驻马店市驿城区016县道,,,驻马店
驻马店宋岗中学,,,,驻马店
驻马店关王庙中学,河南省驻马店市遂平县107国道,,,驻马店
驻马店王勿桥中学,王勿桥街,,,驻马店
熊寨镇中学,河南省驻马店市正阳县335省道,,,驻马店
驻马店科信中学,驻马店文化路西段,,,驻马店
驻马店明德中学,河南省驻马店市泌阳县,,,驻马店
驻马店袁寨乡中学,河南省驻马店市正阳县213省道,,,驻马店
杨埠完全中学,333省道,,,驻马店
驻马店涧头中学,河南省驻马店市新蔡县017县道,,,驻马店
驻马店专探中学,河南省驻马店市西平县331省道,,,驻马店
出山中学,,,,驻马店
驻马店新阮店乡中学,河南省驻马店市正阳县335省道,,,驻马店
驻马店吕店乡中学,河南省驻马店市西平县022县道,,,驻马店
驻马店苏豫中学,,,,驻马店
驻马店新安店中学,,,,驻马店
权寨镇中学,,,,驻马店
驻马店宋集中学,,,,驻马店
古吕中学,,,,驻马店
驻马店观音堂中学,,,,驻马店
驻马店人和乡中学,,,,驻马店
驻马店泽英中学,,,,驻马店
驻马店回民中学,河南省驻马店市驻马店市辖区北大街,,,驻马店
驻马店第五中学校,驻马店市练江路11号,0396-3814435,,驻马店
高要第一中学,广东省高要市城区府前大街11号,0758-8392574,http://www.gyyz.org/Index.html,肇庆
肇庆端州中学,,,,肇庆
肇庆鼎湖中学,,,,肇庆
肇庆德城中学,,,,肇庆
肇庆南丰中学,广东省肇庆市封开县新华路8号,,,肇庆
广宁第一中学,,,,肇庆
肇庆鼎湖区实验中学,鼎湖区育龙路1号(坑口派出所附近),,,肇庆
高要新桥中学,广东省肇庆市高要市149乡道,,,肇庆
肇庆第一中学,广东省肇庆市建设三路46号,0758-2233384,http://www.gdzqyz.net:8080,肇庆
肇庆大旺高级中学,,,,肇庆
肇庆广利高级中学,,,,肇庆
肇庆新兴县华侨中学,,,,肇庆
肇庆怀集第一中学,,,,肇庆
莫伟龙中学,,,,肇庆
肇庆第四中学,肇庆市端州二路朝阳街16座1附近,0758-2733950,,肇庆
肇庆百花中学,广东省肇庆市大桥西侧34区,,http://www.zqbhzx.cn,肇庆
肇庆颂德中学,,,,肇庆
肇庆第五中学,,,,肇庆
韶关曲江中学,,,,肇庆
肇庆大旺中学,肇庆市大旺中心区,0758-3646464,,肇庆
广东肇庆端州中学,,,,肇庆
肇庆田家炳中学,,,,肇庆
肇庆其鉴纪念中学,,,,肇庆
广东高要新桥中学,,,,肇庆
四会职业中学,,,,肇庆
肇庆第七中学,,,,肇庆
肇庆第十二中学,肇庆市黄塘东路五号,0758-2817702,http://www.zq12z.com,肇庆
广宁中学,,,,肇庆
肇庆孔子中学,,,,肇庆
怀集中学,,,,肇庆
四会华侨中学,四会大道中12座1,,,肇庆
四会中学,广东省肇庆市四会市东成路,,,肇庆
金渡华侨中学,广东省肇庆市高要市,,,肇庆
肇庆封开县职业中学,肇庆封开县江口镇封洲一路12号,,,肇庆
肇庆地质中学,广东省肇庆市端州区梅庵路8号,,,肇庆
肇庆第六中学,肇庆市端州区古塔中路2号,07582238184,,肇庆
肇庆香山中学,广东省德庆县德城镇香山中路70号,0758-7765166,,肇庆
高要第二中学,高要市南岸镇教育路,0758-8361305,,肇庆
广东肇庆中学,肇庆市端州区仕贤路1号,"0758-2835636,2799008",http://gdzqzx.net,肇庆
肇庆外国语实验学校,,,,肇庆
肇庆湘钢第一中学,,,,肇庆
肇庆邓发纪念中学,,,,肇庆
肇庆云硫中学,,,,肇庆
肇庆罗平中学,,,,肇庆
肇庆连山田家炳中学,,,,肇庆
肇庆岗坪镇东中学,,,,肇庆
肇庆西江中学,,,,肇庆
肇庆培道中学,,,,肇庆
肇庆容山中学,,,,肇庆
肇庆张家中学,,,,肇庆
肇庆东安中学,,,,肇庆
肇庆德城第二中学,德城镇登云路2号,0758-7785743,,肇庆
四会四会中学,广东省肇庆市四会市县前街28号,0758－3232188,http://www.shzx.net.cn,肇庆
肇庆江口中学,红卫路146号,,,肇庆
肇庆广宁中学,广宁县南街镇中华西路45号,0758-8632970,,肇庆
广宁江屯中学,江屯墟镇建设一路56号,,,肇庆
广东地质矿产局肇庆地质中学,梅庵路9号,,,肇庆
肇庆会城中学,广东省肇庆市城中区海边坊18座侧,,,肇庆
肇庆文杰中学,肇庆横山镇厚田村,,,肇庆
四会清源中学,江谷镇清平管理区,,,肇庆
肇庆白垢中学,广东省肇庆市封开县451县道,,,肇庆
肇庆永镇中学,广东省肇庆市怀集县349省道,,,肇庆
肇庆坳仔中学,广东省肇庆市怀集县263省道,,,肇庆
肇庆龙母中学,广东省肇庆市德庆县321国道,,,肇庆
肇庆诗洞中学,广东省肇庆市怀集县265省道,,,肇庆
肇庆桥头中学,广东省肇庆市怀集县424县道,,,肇庆
肇庆渔涝中学,广东省肇庆市封开县774乡道,,,肇庆
肇庆恰水中学,广东省肇庆市怀集县262省道,,,肇庆
四会下布中学,肇庆城中区下布管理区,,,肇庆
高要蛟塘中学,广东省肇庆市高要市246乡道,,,肇庆
肇庆金装中学,广东省肇庆市金装镇公路边,,,肇庆
高要金利中学,广东省肇庆市高要市创业六路4号,,,肇庆
怀集甘洒中学,广东省肇庆市怀集县349省道,,,肇庆
肇庆江林中学,广东省肇庆市江林镇,,,肇庆
高要乐城中学,广东省肇庆市高要市政通路,,,肇庆
肇庆新圩中学,广东省肇庆市德庆县城北东路,0758-7731416,,肇庆
肇庆完全中学,怀集县冷坑镇冷坑中学,07585437522,,肇庆
肇庆封川中学,封开县江口镇封川中学,0758-6711339,,肇庆
肇庆加美学校,广东省肇庆市七星度假区西侧,0758-2828999转253,,肇庆
肇庆莫村中学,德庆县莫村镇莫村中学,0758-7497166,,肇庆
肇庆怀集第二中学,广东省怀集县梁村镇,0758-5336123,,肇庆
高要大湾华侨中学,肇庆高要市大湾镇华侨中学,,,肇庆
肇庆高要华侨中学,广东省肇庆市高要市272省道,,,肇庆
高要禄步中学,肇庆高要市禄步中学,,,肇庆
高要活道中学,高要市活道镇,,,肇庆
四会龙甫中学,肇庆龙甫镇营脚管理区,,,肇庆
肇庆凤凰中学,凤凰镇新城,,,肇庆
肇庆九市中学,德庆县九市镇321国道,,,肇庆
四会石狗中学,肇庆石狗镇石狗墟文通路97号,,,肇庆
肇庆五和中学,肇庆五和墟镇,,,肇庆
四会江谷中学,广东省肇庆市四会市302乡道,,,肇庆
肇庆赤坑中学,广东省肇庆市赤坑镇墟镇,,,肇庆
肇庆平凤中学,广东省肇庆市平凤镇,,,肇庆
肇庆长岗中学,广东省肇庆市封开县江滨堤路,,,肇庆
肇庆上林中学,,,,肇庆
肇庆中洲中学,,,,肇庆
肇庆洲仔中学,,,,肇庆
肇庆东城中学,广东省肇庆市四会市清塘大道,,,肇庆
肇庆永丰中学,广东省肇庆市德庆县915乡道,,,肇庆
肇庆开明中学,广东省肇庆市封开县266省道,,,肇庆
肇庆何楮铭纪念中学,广东省肇庆市广宁县522乡道,,,肇庆
肇庆马宁中学,广东省肇庆市怀集县423县道,,,肇庆
肇庆凤村中学,,,,肇庆
肇庆迳口中学,广东省肇庆市四会市336乡道,,,肇庆
四会黄田中学,,,,肇庆
肇庆地豆中学,广东省肇庆市四会市260省道,,,肇庆
高要职业技术高级中学,肇庆高要市乐城镇新街,,,肇庆
肇庆怀集职业高级中学,肇庆怀集县怀城镇解放北路,,,肇庆
肇庆石咀中学,石咀镇石咀中学,,,肇庆
肇庆北市中学,肇庆北市中学,,,肇庆
肇庆莲塘中学,广东省肇庆市莲塘镇柑园管理区侧,,,肇庆
怀集永固中学,广东省肇庆市怀集县265省道,,,肇庆
肇庆河台中学,广东省肇庆市高要市415县道,,,肇庆
肇庆南天中学,广东省肇庆市怀集县646乡道,,,肇庆
肇庆播植中学,广东省肇庆市德庆县936乡道,,,肇庆
肇庆春水中学,广东省肇庆市广宁县263省道,,,肇庆
肇庆罗董中学,广东省肇庆市罗董镇,,,肇庆
肇庆塘岗中学,广东省肇庆市马宁镇塘岗村,,,肇庆
肇庆罗源中学,广东省肇庆市四会市349乡道,,,肇庆
高要笋围中学,广东省肇庆市高要市142乡道,,,肇庆
肇庆邓村中学,广东省肇庆市四会市311乡道,,,肇庆
肇庆连麦中学,广东省肇庆市怀集县712乡道,,,肇庆
肇庆杏花中学,广东省肇庆市封开县266省道,,,肇庆
肇庆新地中学,广东省肇庆市封开县266省道,,,肇庆
冷坑中学,广东省肇庆市怀集县668乡道,,,肇庆
肇庆泰来中学,广东省肇庆市泰来镇太来墟,,,肇庆
肇庆宾亨中学,,,,肇庆
肇庆河儿口中学,,,,肇庆
肇庆苏东霖中学,,,,肇庆
高要南岸中学,,,,肇庆
肇庆爱莲中学,,,,肇庆
肇庆渡头中学,,,,肇庆
肇庆莲都中学,广东省肇庆市封开县809乡道,,,肇庆
肇庆广才中学,,,,肇庆
肇庆城东中学,,,,肇庆
肇庆官圩中学,,,,肇庆
肇庆潭布中学,,,,肇庆
肇庆沙旁中学,广东省肇庆市德庆县453县道,,,肇庆
怀德中学,四川省自贡市富顺县泸富路,,,自贡
富顺县安溪中学,四川省自贡市安溪,,,自贡
荣县旭东中学,自贡旭阳镇光明路23号,,,自贡
三多寨中学,自贡大安区三多寨镇三多寨北门,,,自贡
自贡市第四中学,自贡市大安区广华路96号,0813-8609367,,自贡
自贡市富顺县城关中学,北街,,,自贡
荣县第一中学,四川省自贡市荣县第一中学,,,自贡
自贡市成佳中学,四川省自贡市自贡市成佳中学,,,自贡
自贡永年中学,四川省自贡市自贡永年中学,,,自贡
荣县中学,四川省自贡市荣县西南街,,,自贡
自贡第二中学,四川省自贡市自贡第二中学,,,自贡
龙潭中学,四川省自贡市荣县高黎路,,,自贡
富顺县第一中学,富顺县富世镇东瓜山街152号,08137211203,,自贡
自贡市第二十三中学,四川省自贡市自贡市第二十三中学,,,自贡
徐州市第三十四中学,四川省自贡市徐州市第三十四中学,,,自贡
自贡市第三十五中学,四川省自贡市自贡市第三十五中学,,,自贡
斧溪职业高级中学,四川省自贡市同兴路,,,自贡
自贡市长土职业高级中学,四川省自贡市自贡市长土职业高级中学,,,自贡
荣县城关初级中学,四川省自贡市荣县城关初级中学,,,自贡
自贡市第八中学,四川省自贡市自贡市第八中学,,,自贡
东北中山中学,四川省自贡市东北中山中学,,,自贡
自贡市田家炳中学,四川省自贡市自贡市田家炳中学,,,自贡
自贡市解放路中学,四川省自贡市自贡市解放路中学,,,自贡
荣县玉章高级中学,自贡双石镇民胜街,,,自贡
自贡市旅游职业高级中学,四川省自贡市凉水井路,,,自贡
自贡市釜溪职业高级中学,中国四川自贡市自贡市、自流井高山井三支路24号,,,自贡
自贡富顺县永年中学,自贡富顺县,,,自贡
共和中学,自富路,,,自贡
自贡市东方中学,五星街黄桷坪150号,,,自贡
自贡富县黄葛乡中学,黄个,,,自贡
富顺县王大山中学,四川省自贡市牛佛,,,自贡
自贡市大安区永嘉乡中学,自贡永嘉乡点灯坳,,,自贡
荣县玉章中学,金台乡蔡家堰,,,自贡
城北中学,四川省自贡市富顺县自富路,,,自贡
自贡仙市中学,四川省自贡市仙市中学,,,自贡
富顺镇许家中学,四川省自贡市富顺镇许家中学,,,自贡
宝庆乡中学,四川省自贡市富顺县泸富路,,,自贡
新鹤中学,四川省自贡市新鹤中学,,,自贡
杜快中学,四川省自贡市杜快中学,,,自贡
五通职业中学,四川省自贡市荣县305省道,,,自贡
荣县正紫中学,四川省自贡市荣县留乐路,,,自贡
自贡威远县新场中学,四川省自贡市荣县威荣路,,,自贡
自贡旅游职业中学,自贡大安区,,,自贡
富顺县邓井关中学,邓井关镇邓化路,,,自贡
富顺县兜山镇中学,自贡兜山镇柏木村三社,,,自贡
五宝中学,四川省自贡市五宝镇明灯街338号,,,自贡
富顺县板桥中学,板桥镇天台村,,,自贡
自贡市蜀光中学,四川省自贡市自井区伍家坝26号,0813-2700456,,自贡
荣县长山中学,自贡长山镇筒车村罗家湾,,,自贡
代寺镇中学,四川省自贡市富顺县305省道,,,自贡
中石镇中学,四川省自贡市中石镇中学,,,自贡
富顺县琵琶镇中学,四川省自贡市琵琶,,,自贡
沿滩中学,四川省自贡市沿滩中学,,,自贡
自贡市第九中学,自贡市贡井区团结街271号,8613170,,自贡
自贡市第十四中学,四川省自贡市沿滩镇黄颠坝8号,0813-3804837,,自贡
富顺第二中学,富顺县城关镇十字岭,08137100153,,自贡
自贡市第六中学,自贡市自流井区郭街12号,2600231,,自贡
自贡市第二十二中学,自贡市自流井区舒坪镇一支路19号,3600334,,自贡
自贡市牛佛中学,四川省自贡市大安区牛佛镇,0813-7300020,,自贡
自贡新光中学,四川省自贡市自流井区大德井土地坡,0813-2601198,,自贡
自贡市桃花山中学,自贡市大安区马冲口街沙鱼坝居委会11组,5516415,,自贡
富顺县城关中学,四川省自贡市富顺县北门巷,7100414,,自贡
自贡市旭川中学,四川省自贡市贡井区贡井街天池路54号,0813-3301421,,自贡
富顺县赵化中学,四川自贡富顺县赵化镇西街头189号,7400248,,自贡
自贡第二十五中学,四川省自贡市自贡第二十五中学,,,自贡
自贡岳化第三中学,四川省自贡市自贡岳化第三中学,,,自贡
自贡江姐中学,四川省自贡市自贡江姐中学,,,自贡
自贡大邑安仁中学,四川省自贡市自贡大邑安仁中学,,,自贡
荣县成佳职业高级中学,成佳镇大同街寒坡岭77号,,,自贡
自贡高级中学,305省道,,,自贡
自贡光第中学,自贡赵化镇新华街198号,,,自贡
自贡市沿滩区王井中学,自贡王井镇黄桷村二组,,,自贡
自贡富顺县隆富路中学,四川省自贡市富顺县隆富路,,,自贡
自贡监滩中学,四川省自贡市开元南路,,,自贡
自贡起凤中学,207省道,,,自贡
自贡九洪中学,四川省自贡市王富路,,,自贡
高山中学,四川省自贡市荣县305省道,,,自贡
回龙镇中学,四川省自贡市富顺县隆富路,,,自贡
自贡市第一中学,四川省自贡市自流井区新街桐梓坳 51号,0813-2302120,,自贡
自贡第三十四中学,四川省自贡市大安区何市镇长滩河桥头,5703313,,自贡
自贡第三中学,富顺县代寺镇和平街,08137702362,,自贡
自贡第十中学,自贡市大安区凉高山街盐店巷36号,08135512268,,自贡
自贡私立育才学校,贡井区建设路,0813-3300026,,自贡
自贡清华园学校,自贡市自流井区同兴路,0813-211666,,自贡
富顺县永年中学,富顺县永年镇民主街1组,7230207,,自贡
平和县第一中学,福建省漳州市平和县小溪镇西山路212号,0596-5260098,,漳州
漳州第二中学,福建省漳州市芗城区新路顶20号,0596-2030356,,漳州
长泰县第一中学,福建省漳州市长泰县武安镇梓门25号,0596-6323999,,漳州
南靖县第二中学,福建省南靖县金山镇马公村,0596-7567178,www.fjnjez.com,漳州
平和县第二中学,福建省漳州市平和县九峰镇东街153号,0596-5570665,,漳州
云霄县第二中学,福建省漳州市云霄县陈岱镇聚星路279号,0596-9668028,,漳州
漳浦第二中学,福建省漳州市漳浦县佛昙镇石埕村学府路1号,0596-3661373,,漳州
龙海华侨中学,福建省漳州市龙海市角美镇东美村,0596-6761454,,漳州
