网页id,学校名称,省份,城市,区县,办学类型,办学性质,官方地址,官方网址,官方电话,电子邮箱,创建时间,占地面积(亩),隶属于,学校地址,学历证书,电子简章,国家级示范学校,国家级重点学校,省级示范学校,省级重点学校,市级重点学校,省级高水平中等职业学校,市级示范学校,其他可补充字段,职业
10826,农九师职业技术学学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10827,响水县第二职业中学,江苏,,,中等专业学校,,江苏,--,--,--,,,--,--,--,,,,,,,,,,{}
10828,金华市琅琊中学,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10829,高邮市职业技术学校,江苏,,,中等专业学校,,江苏,--,--,--,,,--,--,--,,,,,,,,,,{}
10830,宁夏青松职业学校,宁夏,,,中等专业学校,,宁夏,--,--,--,,,--,--,--,,,,,,,,,,{}
10831,浦江中山中学,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10832,淳安县育才学校,浙江,杭州市,淳安县,职业高中,民办,浙江杭州市淳安县,--,0571-64805989,--,,,--,--,--,,,,是,是,,,,,{}
10833,蒙城县高级职业中学,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10834,康乐县职业技术学校,甘肃,临夏回族自治州,康乐县,中等专业学校,公办,甘肃临夏回族自治州康乐县,--,--,--,--,--,--,临夏回族自治州康乐县G248,--,--,,,,,,,,,{}
10835,大理乡镇企业学校,云南,,,中等专业学校,,云南,--,--,--,,,--,--,--,,,,,,,,,,{}
10836,湖北麻城木子店职高,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10837,滨海县现代教育中心,江苏,,,中等专业学校,,江苏,--,--,--,,,--,--,--,,,,,,,,,,{}
10838,农十三师职业技术学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10839,德宏州农业学校,云南,,,中等专业学校,,云南,--,--,--,,,--,--,--,,,,,,,,,,{}
10840,建德市工业技术学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10841,金华市九峰职校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10842,杭锦后旗职业教育中心,内蒙古,巴彦淖尔市,杭锦后旗,职业高中,,内蒙古巴彦淖尔市杭锦后旗,http://www.hjhqzyjyzx.com/SystemManager/Reception/Index/1-0-0-0.html,0478-793100,--,1980,--,--,巴彦淖尔市杭锦后旗迎宾街与陕临线交叉口东南100米,--,--,,,,,,,,,{}
10843,启明星文化艺术培训学校,辽宁,,,中等专业学校,,辽宁,--,--,--,,,--,--,--,,,,,,,,,,{}
10844,金川公司职工培训中心,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10845,镇海职教中心,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10846,克孜勒苏州卫生学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10847,平坝枫林高中招聘教师,贵州,,,中等专业学校,,贵州,--,--,--,,,--,--,--,,,,,,,,,,{}
10848,娄底精英电脑职业学校,湖南,,,中等专业学校,,湖南,--,--,--,,,--,--,--,,,,,,,,,,{}
10849,金华市白龙桥中学,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10850,合作市职业中学,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10851,建德市新安江职业学校,浙江,杭州市,建德市,职业高中,公办,浙江杭州市建德市,--,0571-64718846,--,--,--,--,建德市洋溪街道国香路88号,--,--,,,,,,,,,{}
10852,三门县职业中专,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10853,新疆兵团工交职工中等专业学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10854,温岭市华侨中学,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10855,红河哈尼族彝族自治州卫生学校,云南,,,中等专业学校,,云南,--,--,--,,,--,--,--,,,,,,,,,,{}
10856,泰兴市工业学校,江苏,,,中等专业学校,,江苏,--,--,--,,,--,--,--,,,,,,,,,,{}
10857,湖南娄底湘中文武实验学校,湖南,,,中等专业学校,,湖南,--,--,--,,,--,--,--,,,,,,,,,,{}
10858,丹寨县中等职业技术学校,贵州,,,中等专业学校,,贵州,--,--,--,,,--,--,--,,,,,,,,,,{}
10859,乐清市商业职工学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10860,沅江市城关职高,湖南,,,中等专业学校,,湖南,--,--,--,,,--,--,--,,,,,,,,,,{}
10861,长岭县中等卫生职业技术学校,吉林,,,中等专业学校,,吉林,--,--,--,,,--,--,--,,,,,,,,,,{}
10862,湖南省武冈市职业中专,湖南,,,中等专业学校,,湖南,--,--,--,,,--,--,--,,,,,,,,,,{}
10863,广河县职业技术学校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10864,麻城市顺河高级职业中学,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10865,中华会计函授学校陇南分校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10866,永嘉县瓯北工业职业技术学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10867,文水县徐特立职业中学,山西,,,中等专业学校,,山西,--,--,--,,,--,--,--,,,,,,,,,,{}
10868,义乌市苏溪职校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10869,伊犁哈萨克自治区州财贸学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10870,长春市商业职业技术学校,吉林,,,中等专业学校,,吉林,--,--,--,,,--,--,--,,,,,,,,,,{}
10871,姜堰市职业技术学校,江苏,,,中等专业学校,,江苏,--,--,--,,,--,--,--,,,,,,,,,,{}
10872,玉环县中等职业技术学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10873,奉化市溪口职业技术学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10874,兰溪市职业中专,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10875,甘肃煤炭卫生职工中专,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10876,桐城望溪高级职业技术学校,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10877,长春市第三中等卫生职业技术学校,吉林,,,中等专业学校,,吉林,--,--,--,,,--,--,--,,,,,,,,,,{}
10878,霍邱县彭塔职业初中,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10879,嘉善县中等职业学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10880,溆浦县教师进修学校,湖南,,,中等专业学校,,湖南,--,--,--,,,--,--,--,,,,,,,,,,{}
10881,新疆农垦中专学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10882,永吉卫生职工中等专业学校,吉林,,,中等专业学校,,吉林,--,--,--,,,--,--,--,,,,,,,,,,{}
10883,安徽省泗县长沟镇高级职业中学,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10884,集安市卫生职业技术学校,吉林,,,中等专业学校,,吉林,--,--,--,,,--,--,--,,,,,,,,,,{}
10885,德惠市第二职业技术学校,吉林,,,中等专业学校,,吉林,--,--,--,,,--,--,--,,,,,,,,,,{}
10886,新疆兵团农二师二十八团一中,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10887,浙江电子工程学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10888,缙云工艺美术学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10889,枞阳县高级职业中学,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10890,甘肃省理工中专,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10891,蓝鹰保安职业培训学校,山东,,,中等专业学校,,山东,--,--,--,,,--,--,--,,,,,,,,,,{}
10892,白城市卫生职工中专,吉林,,,中等专业学校,,吉林,--,--,--,,,--,--,--,,,,,,,,,,{}
10893,建水县农业机械化技术学校,云南,,,中等专业学校,,云南,--,--,--,,,--,--,--,,,,,,,,,,{}
10894,路桥区职教中心,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10895,宁波电子职业中学,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10896,石河子职业中等专业学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10897,随州职业技术学院中专部,湖北,,,中等专业学校,,湖北,--,--,--,,,--,--,--,,,,,,,,,,{}
10898,镇赉县中等卫生职业技术学校,吉林,,,中等专业学校,,吉林,--,--,--,,,--,--,--,,,,,,,,,,{}
10899,永嘉县楠溪江职业中学,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10900,宁夏建筑职工中等专业学校,宁夏,,,中等专业学校,,宁夏,--,--,--,,,--,--,--,,,,,,,,,,{}
10901,黔南民族职业技术学院中专部,贵州,,,中等专业学校,,贵州,--,--,--,,,--,--,--,,,,,,,,,,{}
10902,农三师图木舒克职业技术学校,新疆,,,中等专业学校,,新疆,--,--,--,,,--,--,--,,,,,,,,,,{}
10903,上虞市职业教育中心,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10904,开远市农业机械化技术学校,云南,,,中等专业学校,,云南,--,--,--,,,--,--,--,,,,,,,,,,{}
10905,小陇山林业职工中专学校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10906,宿松县许岭高级职业中学,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10907,石嘴山市第一职业中专学校,宁夏,,,中等专业学校,,宁夏,--,--,--,,,--,--,--,,,,,,,,,,{}
10908,宿松县王岭高级职业中学,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10909,凤台县景梅艺术实验学校,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10910,,,,,,,--,--,--,--,,,--,--,--,,,,,,,,,,{}
10911,上海市志新职业技术学校,上海,上海,,中等专业学校,,上海,--,--,--,,,--,--,--,,,,,,,,,,{}
10912,华容县职业中等专业学校,湖南,,,中等专业学校,,湖南,--,--,--,,,--,--,--,,,,,,,,,,{}
10913,甘南畜牧学校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10914,安徽省来安县农机校,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10915,福贡县农业机械化技术学校,云南,,,中等专业学校,,云南,--,--,--,,,--,--,--,,,,,,,,,,{}
10916,弥勒县农村机械化技术学校,云南,,,中等专业学校,,云南,--,--,--,,,--,--,--,,,,,,,,,,{}
10917,金寨县江店高级职业中学,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10918,庆阳体育运动学校,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10919,太仓市职业技术培训中心,江苏,,,中等专业学校,,江苏,--,--,--,,,--,--,--,,,,,,,,,,{}
10920,鄞州职业教育中心学校,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10921,宁夏回族自治区机电工程学校,宁夏,,,中等专业学校,,宁夏,--,--,--,,,--,--,--,,,,,,,,,,{}
10922,舟曲县职业中学,甘肃,,,中等专业学校,,甘肃,--,--,--,,,--,--,--,,,,,,,,,,{}
10923,延庆县卫生学校,北京,北京,,中等专业学校,,北京,--,--,--,,,--,--,--,,,,,,,,,,{}
10924,安徽省怀宁县高级职业中学,安徽,,,中等专业学校,,安徽,--,--,--,,,--,--,--,,,,,,,,,,{}
10925,,,,,,,--,--,--,--,,,--,--,--,,,,,,,,,,{}
10926,嵊州市上东中学,浙江,,,中等专业学校,,浙江,--,--,--,,,--,--,--,,,,,,,,,,{}
10927,天水永华电脑职业培训学校,甘肃,天水市,秦州区,中等专业学校,,甘肃天水市秦州区,--,--,--,,,--,--,--,,,,,,,,,,{}
10928,,,,,,,--,--,--,--,,,--,--,--,,,,,,,,,,{}
10929,昌邑市特殊教育学校,山东,潍坊市,昌邑市,特殊教育,公办,山东潍坊市昌邑市,--,0536-7212458,--,--,--,--,昌邑市双石路206号,--,--,,,,,,,,,"{'餐饮类': ['中餐烹饪'], '公共服务类': ['现代家政服务与管理']}"
10930,安丘市特殊教育学校,山东,潍坊市,安丘市,特殊教育,公办,山东潍坊市安丘市,--,--,--,--,--,--,安丘市新安路147号,--,--,,,,,,,,,"{'道路运输类': ['汽车美容与装潢'], '餐饮类': ['中餐烹饪'], '民族文化艺术类': ['民间传统工艺']}"
10931,寿光市特殊教育学校,山东,潍坊市,寿光市,特殊教育,公办,山东潍坊市寿光市,http://sgstsjyxx.shgedu.com,0531-67874297,--,1983,60,--,寿光市金海路2399号附1号,--,--,,,,,,,,,"{'道路运输类': ['汽车美容与装潢'], '餐饮类': ['中餐烹饪'], '公共服务类': ['现代家政服务与管理']}"
10932,临朐县海岳中学,山东,潍坊市,临朐县,职业高中,民办,山东潍坊市临朐县,--,--,--,--,--,--,临朐县朐阳路2222号,--,--,,,,,,,,,"{'计算机类': ['计算机应用'], '艺术设计类': ['绘画']}"
10933,山东省青州第三中学,山东,潍坊市,青州市,中等专业学校,公办,山东潍坊市青州市,--,--,--,,,--,--,--,,,,,,,,,,"{'自动化类': ['机电技术应用'], '计算机类': ['计算机应用', '计算机网络技术'], '旅游类': ['旅游服务与管理'], '艺术设计类': ['绘画']}"
10934,潍坊潍理工综合高中,山东,潍坊市,青州市,职业高中,民办,山东潍坊市青州市,http://www.wfit.edu.cn,0536-3091186,wfitfzzsb@wfit.edu.cn,2020,200,--,青州市海岱南路7777号,--,--,,,,,,,,,"{'计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '教育类': ['幼儿保育']}"
10935,潍坊新纪元综合高中,山东,潍坊市,潍坊滨海经济技术开发区,职业高中,民办,山东潍坊市潍坊滨海经济技术开发区,http://www.xjyzhgz.com,0536-7571234,zhgz@xinjiyuan.com.cn,,,--,--,--,,,,,,,,,,"{'自动化类': ['工业机器人技术应用'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '工商管理类': ['市场营销'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理'], '艺术设计类': ['绘画']}"
10936,山东畜牧兽医职业学院,山东,潍坊市,奎文区,中等专业学校,公办,山东潍坊市奎文区,https://www.sdmy.edu.cn,0536-3086200,--,,,--,--,--,,,,,,,,,,{}
10937,山东海事职业学院,山东,潍坊市,潍坊滨海经济技术开发区,中等专业学校,民办,山东潍坊市潍坊滨海经济技术开发区,http://www.sdm.net.cn,0536-5128998,shandonghaishi@163.com,--,822,山东省教育厅,山东省潍坊市滨海经济技术开发区科教创新园区智慧南二街1000号,--,--,,,,,,,,,"{'自动化类': ['机电技术应用'], '航空装备类': ['无人机操控与维护'], '汽车制造类': ['汽车制造与检测'], '道路运输类': ['新能源汽车运用与维修'], '水上运输类': ['船舶驾驶', '轮机维护与管理'], '航空运输类': ['航空服务'], '计算机类': ['计算机应用'], '康复治疗类': ['康复技术'], '健康管理与促进类': ['婴幼儿托育'], '财务会计类': ['会计事务']}"
10938,山东化工职业学院,山东,潍坊市,潍坊滨海经济技术开发区,中等专业学校,公办,山东潍坊市潍坊滨海经济技术开发区,http://www.qledu.net,0536-7575021,--,2003,550,山东省教育厅,潍坊滨海经济技术开发区汉江东三街01177号,--,--,,,,,,,,,"{'自动化类': ['机电技术应用'], '化工技术类': ['化学工艺', '分析检验技术'], '航空运输类': ['航空服务'], '城市轨道交通类': ['城市轨道交通运营服务'], '计算机类': ['计算机应用'], '康复治疗类': ['康复技术'], '财务会计类': ['会计事务'], '工商管理类': ['市场营销'], '电子商务类': ['电子商务'], '物流类': ['物流服务与管理']}"
10939,济宁科技职业中等专业学校,山东,济宁市,济宁高新技术产业开发区,中等专业学校,公办,山东济宁市济宁高新技术产业开发区,http://www.jnjsxy.com,0537-2315856,--,1958,518,--,济宁市高新区崇文大道3166号,--,--,,是,,,,,,,"{'机械设计制造类': ['数控技术应用', '焊接技术应用'], '机电设备类': ['智能设备运行与维护'], '道路运输类': ['汽车运用与维修'], '计算机类': ['计算机应用'], '电子商务类': ['电子商务'], '旅游类': ['旅游服务与管理']}"
10940,济宁市艺术教育学校,山东,济宁市,金乡县,中等专业学校,公办,山东济宁市金乡县,--,0537-8705496,--,1950,150,--,金乡县中心东路39号,--,--,,,,,,,,,{}
10941,曲阜远东职业技术学院,山东,济宁市,曲阜市,中等专业学校,民办,山东济宁市曲阜市,https://www.fareast-edu.net,0537-7383999,474831816@qq.com,1998,279,山东省教育厅,曲阜石门山国家深林公园,--,--,,,,,,,,,"{'汽车制造类': ['汽车电子技术应用'], '铁道运输类': ['高速铁路乘务'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用'], '中医药类': ['中药', '中医康复技术'], '电子商务类': ['电子商务'], '艺术设计类': ['绘画'], '表演艺术类': ['舞蹈表演'], '教育类': ['幼儿保育']}"
10942,肥城市职业中等专业学校,山东,泰安市,肥城市,中等专业学校,公办,山东泰安市肥城市,http://www.fczzjx.cn,0538-3320786,--,,,--,--,--,,,是,,,,是,,,{}
10943,肥城市第二高级中学,山东,泰安市,肥城市,职业高中,公办,山东泰安市肥城市,--,--,--,1955,110,--,肥城市仪阳街道办事处驻地,--,--,,,,,,,,,"{'计算机类': ['计算机应用'], '电子商务类': ['电子商务', '网络营销'], '旅游类': ['旅游服务与管理']}"
10944,肥城市第三中学,山东,泰安市,肥城市,职业高中,公办,山东泰安市肥城市,--,--,--,1968,101,--,肥城市龙山路148号,--,--,,,,,是,,,,"{'计算机类': ['计算机应用', '数字媒体技术应用'], '财务会计类': ['会计事务'], '旅游类': ['旅游服务与管理', '导游服务']}"
10945,新泰市新汶中学,山东,泰安市,新泰市,职业高中,公办,山东泰安市新泰市,http://www.sdxwzx.cn,--,--,,,--,--,--,,,,,,是,,,,"{'化工技术类': ['化学工艺'], '计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务'], '教育类': ['幼儿保育'], '文秘类': ['文秘']}"
10946,新泰市第二中学,山东,泰安市,新泰市,职业高中,公办,山东泰安市新泰市,--,--,--,1956,200,--,新泰市楼德镇文化路36号,--,--,,,,,,,,,"{'机电设备类': ['电机电器制造与维修'], '计算机类': ['计算机应用', '计算机网络技术', '大数据技术应用', '网络信息安全'], '电子商务类': ['电子商务']}"
10947,新泰市紫光实验中学,山东,泰安市,新泰市,职业高中,民办,山东泰安市新泰市,http://www.xtzgsyzx.com,0538-2902999,--,1978,400,--,新泰市禹村镇政府东700米,--,--,,,,,,,,,"{'自动化类': ['智能化生产线安装与运维'], '电子信息类': ['电子技术应用'], '计算机类': ['计算机应用', '软件与信息服务'], '工商管理类': ['市场营销'], '电子商务类': ['电子商务']}"
10948,东平县明湖中学,山东,泰安市,东平县,职业高中,公办,山东泰安市东平县,--,0538-2980456,--,2002,500,--,东平县东平街道办事处,--,--,,,,,,,,,"{'计算机类': ['计算机应用'], '财务会计类': ['会计事务'], '电子商务类': ['电子商务']}"
10949,东平第一中学,山东,泰安市,东平县,职业高中,公办,山东泰安市东平县,--,0538-2821166,--,,,--,--,--,,,,,,,,,,"{'计算机类': ['计算机应用'], '电子商务类': ['电子商务']}"
10950,东平艺术中学,山东,泰安市,东平县,职业高中,民办,山东泰安市东平县,--,--,--,1997,--,--,东平县东平街道办事处,--,--,,,,,,,,,{'计算机类': ['计算机网络技术']}
10951,日照市特殊教育学校,山东,日照市,东港区,特殊教育,公办,山东日照市东港区,--,--,--,,,--,--,--,,,,,,,,,,{}
10952,临沂市特殊教育学校,山东,临沂市,河东区,特殊教育,公办,山东临沂市河东区,http://tj.linyi.cn,0539-8389776,--,1959,52,--,山东省临沂市河东区人民大街600号,--,--,,,,,,,,,{'艺术设计类': ['工艺美术']}
